Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Green Bay Packers,16,9,39,3,1,1,3,,56,2,3,51,53,21,27,1,456,28.5
2,New England Patriots,16,15,27,1,,2,2,1,48,4,6,39,42,27,35,1,418,26.1
3,San Francisco 49ers,16,17,24,,,1,1,,43,1,2,40,40,30,34,4,398,24.9
4,Denver Broncos,16,20,26,,,,1,,47,,1,46,46,21,28,,391,24.4
5,Cincinnati Bengals,16,14,25,,1,1,2,,43,2,2,41,41,23,28,,372,23.3
6,Baltimore Ravens,16,10,34,,,,1,,45,5,9,34,35,19,25,,371,23.2
7,Carolina Panthers,16,9,22,1,1,3,,,36,1,1,34,35,37,45,2,367,22.9
8,Washington Redskins,16,27,12,,,1,1,,41,,1,40,40,26,32,,364,22.8
9,Philadelphia Eagles,16,16,19,,2,3,1,,41,,1,40,40,25,29,1,363,22.7
10,Houston Oilers,16,12,22,,,,1,,35,,0,35,35,32,38,2,345,21.6
11,Pittsburgh Steelers,16,18,15,,1,2,3,,39,2,2,37,37,23,30,,344,21.5
12,Oakland Raiders,16,7,28,,,1,2,,38,,2,36,36,24,31,2,340,21.3
13,Miami Dolphins,16,14,22,,,2,3,,41,1,5,35,36,18,29,1,339,21.2
14,Jacksonville Jaguars,16,13,19,,,,,1,33,5,6,27,27,30,36,,325,20.3
15,Buffalo Bills,16,14,18,,1,1,,1,35,2,2,33,33,24,29,,319,19.9
16,Indianapolis Colts,16,9,16,,1,,4,,30,,3,27,27,36,40,1,317,19.8
17,Seattle Seahawks,16,16,14,1,,,1,1,33,4,6,27,27,28,34,,317,19.8
18,San Diego Chargers,16,7,23,1,,,1,,32,,1,31,31,29,36,,310,19.4
19,Atlanta Falcons,16,9,26,,,,,,35,1,3,31,31,22,29,,309,19.3
20,St. Louis Rams,16,10,18,2,,,4,,34,2,3,30,31,21,25,1,303,18.9
21,Detroit Lions,16,15,20,,,1,2,,38,1,2,36,36,12,17,,302,18.9
22,Arizona Cardinals,16,8,23,,,1,1,,33,2,3,29,31,23,31,,300,18.8
23,Minnesota Vikings,16,7,24,1,,,1,,33,2,3,30,30,22,29,,298,18.6
24,Kansas City Chiefs,16,15,18,,1,1,,,35,,1,34,34,17,24,1,297,18.6
25,Dallas Cowboys,16,14,12,,,1,,,27,2,2,24,25,32,36,,286,17.9
26,Chicago Bears,16,9,19,,,2,1,,31,,5,26,26,23,30,1,283,17.7
27,New York Jets,16,8,22,,,1,2,,33,2,6,26,27,17,24,,279,17.4
28,New York Giants,16,4,14,2,,1,3,,24,,2,22,22,24,27,2,242,15.1
29,New Orleans Saints,16,10,13,,,1,,,24,2,6,18,18,21,25,,229,14.3
30,Tampa Bay Buccaneers,16,8,12,1,,,,,21,1,2,18,19,25,32,,221,13.8
,Avg Team,,12.1,20.9,0.4,0.3,0.9,1.4,0.1,,1.5,3.0,32.6,33.0,24.4,30.5,0.7,326.8,20.4
,League Total,,364,626,13,9,27,41,4,1084,44,91,977,991,732,915,20,9805,
,Avg Tm/G,,0.76,1.30,0.03,0.02,0.06,0.09,0.01,2.26,0.09,0.19,2.04,2.06,1.53,1.91,0.04,20.4,
