Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Miami Dolphins,16,9,46,1,,,,,56,,0,52,55,14,22,,430,26.9
2,New England Patriots,16,10,29,1,,2,1,2,45,,0,44,45,32,41,1,412,25.8
3,Cincinnati Bengals,16,24,25,,,1,1,,51,,0,50,51,17,32,1,409,25.6
4,Minnesota Vikings,16,14,31,,,,2,1,48,,0,44,47,22,28,,398,24.9
5,Cleveland Browns,16,20,18,1,1,3,,2,45,,0,43,44,26,33,,391,24.4
6,Denver Broncos,16,17,22,2,,2,2,,45,,0,44,45,20,28,2,378,23.6
7,San Francisco 49ers,16,16,21,1,,,5,,43,,0,41,42,25,35,,374,23.4
8,New York Giants,16,18,22,,,,1,1,42,,0,41,41,26,37,,371,23.2
9,Washington Redskins,16,23,22,,,1,,,46,,0,38,45,18,32,,368,23.0
10,Seattle Seahawks,16,15,24,1,,,1,2,43,,0,42,42,22,35,,366,22.9
11,New York Jets,16,16,27,,2,,,,45,,0,44,44,16,19,1,364,22.8
12,Kansas City Chiefs,16,10,23,,1,2,4,3,43,,0,43,43,19,26,,358,22.4
13,Chicago Bears,16,21,12,,2,1,1,1,38,,0,36,37,28,41,2,352,22.0
14,Dallas Cowboys,16,21,21,,,,1,,43,,0,43,43,15,21,,346,21.6
15,San Diego Chargers,16,19,21,,,,1,,41,,0,39,41,16,25,1,335,20.9
16,Los Angeles Raiders,16,6,27,1,,1,1,1,37,,0,36,36,21,28,1,323,20.2
17,Los Angeles Rams,16,16,15,,,2,3,1,37,,0,34,35,17,24,1,309,19.3
18,Pittsburgh Steelers,16,18,16,,,,1,,35,,0,32,32,21,32,1,307,19.2
19,New Orleans Saints,16,15,13,,1,,1,,30,,0,30,30,26,30,,288,18.0
20,Buffalo Bills,16,9,22,1,,2,,,34,,0,32,34,17,27,,287,17.9
21,Atlanta Falcons,16,12,14,,,2,2,,30,,0,29,30,23,36,1,280,17.5
22,Detroit Lions,16,13,18,1,,,,,32,,0,31,32,18,25,,277,17.3
23,Houston Oilers,16,13,14,,,3,,,30,,0,28,29,22,27,,274,17.1
24,Philadelphia Eagles,16,8,19,1,,,,,28,,0,26,27,20,31,1,256,16.0
25,Green Bay Packers,16,8,18,1,,,1,1,29,,0,29,29,17,27,,254,15.9
26,Tampa Bay Buccaneers,16,12,13,,,2,,,27,,0,26,27,17,24,,239,14.9
27,Indianapolis Colts,16,10,16,,,,,1,27,,0,26,27,13,25,1,229,14.3
28,St. Louis Cardinals,16,8,17,2,,,,,27,,0,23,26,11,24,,218,13.6
,Avg Team,,14.3,20.9,0.5,0.3,0.9,1.0,0.6,,,0.0,36.6,37.8,20.0,29.1,0.5,328.3,20.5
,League Total,,401,586,14,7,24,29,16,1077,,0,1026,1059,559,815,14,9193,
,Avg Tm/G,,0.90,1.31,0.03,0.02,0.05,0.06,0.04,2.40,,0.00,2.29,2.36,1.25,1.82,0.03,20.5,
