Year,#Dr,#Dr_Defense,#Dr_Defense_Low_Rank,#Dr_High_Rank,1stD,1stD_Defense,1stD_Defense_Low_Rank,1stD_High_Rank,1stDpass,1stDpass_Defense,1stDpass_Defense_Low_Rank,1stDpass_High_Rank,1stDrun,1stDrun_Defense,1stDrun_Defense_Low_Rank,1stDrun_High_Rank,1stPy,1stPy_Defense,1stPy_Defense_Low_Rank,1stPy_High_Rank,2PA,2PA_Defense,2PM,2PM_Defense,ANY/A,ANY/A_Defense,ANY/A_Defense_Low_Rank,ANY/A_High_Rank,APYd,APYd_High_Rank,AY/A,AY/A_Defense,AY/A_Defense_Low_Rank,AY/A_High_Rank,AllTD,AvgDriveTime,AvgDriveTime_Defense,AvgDriveTime_High_Rank,AvgFieldPositionDifferential,AvgFieldPositionDifferential_High_Rank,AvgStartingPosition,AvgStartingPosition_Defense,AvgStartingPosition_Defense_Low_Rank,AvgStartingPosition_High_Rank,Cmp,Cmp%,Cmp%_Defense,Cmp%_Defense_Low_Rank,Cmp%_High_Rank,Cmp_Defense,Cmp_Defense_Low_Rank,Cmp_High_Rank,DefensivePtsScored,DefensivePtsScored_High_Rank,Dscore,Dscore_Rank,ExpectedPoints,ExpectedPointsPassing,ExpectedPointsPassing_Defense,ExpectedPointsPassing_Defense_High_Rank,ExpectedPointsPassing_High_Rank,ExpectedPointsRunning,ExpectedPointsRunning_Defense,ExpectedPointsRunning_Defense_High_Rank,ExpectedPointsRunning_High_Rank,ExpectedPoints_Defense,ExpectedPoints_Defense_High_Rank,ExpectedPoints_High_Rank,FG%,FG%_Defense,FG%_Defense_Low_Rank,FG%_High_Rank,FGA019,FGA2029,FGA3039,FGA4049,FGA50Plus,FGM019,FGM2029,FGM3039,FGM4049,FGM50Plus,FL,FL_Defense,FL_Defense_High_Rank,FL_Low_Rank,FantasyDstScore,FantasyDstScore_Rank,FantasyOffenseScore,FantasyOffenseScore_Rank,FantasyPassScore,FantasyPassScore_Rank,FantasyRushScore,FantasyRushScore_Rank,Fmb,FmbTD,FmbTD_Defense,FumbleLostPercent,FumbleLostPercent_Low_Rank,GameControlPlusBalance,GameControlPlusBalance_Rank,GameControlScore,GameControlScore_Rank,Int,Int%,Int%_Defense,Int%_Defense_High_Rank,Int%_Low_Rank,IntTD,IntTD_Defense,Int_Defense,Int_Defense_High_Rank,Int_Low_Rank,KickRet,KickRet_Defense,KickRet_Defense_Low_Rank,KickRet_High_Rank,KrTD,KrTD_Defense,KrTD_Defense_Low_Rank,KrTD_High_Rank,KrYds,KrYds_Defense,KrYds_Defense_Low_Rank,KrYds_High_Rank,NY/A,NY/A_Defense,NY/A_Defense_Low_Rank,NY/A_High_Rank,Oscore,Oscore_Rank,OthTD,OthTD_Defense,PF,PF_Defense,PF_Defense_Low_Rank,PF_Differential,PF_Differential_High_Rank,PF_High_Rank,PassAtt,PassAtt_Defense,PassAtt_Defense_Low_Rank,PassAtt_High_Rank,PassPercent,PassPercent_Defense,PassPercent_Defense_High_Rank,PassPercent_High_Rank,PassRun1dRatio,PassRun1dRatio_High_Rank,PassTD,PassTD%,PassTD%_Defense,PassTD%_Defense_Low_Rank,PassTD%_High_Rank,PassTD_Defense,PassTD_Defense_Low_Rank,PassTD_High_Rank,PassTdPercent,PassTdPercent_Defense,PassTdPercent_Defense_High_Rank,PassTdPercent_High_Rank,PassYdPercent,PassYdPercent_Defense,PassYdPercent_Defense_High_Rank,PassYdPercent_High_Rank,PassYds,PassYds_Defense,PassYds_Defense_Low_Rank,PassYds_High_Rank,Pen,PenYds,PenYds_Defense,PenYds_Defense_Low_Rank,PenYds_Low_Rank,Pen_Defense,Pen_Defense_Low_Rank,Pen_Low_Rank,Penalty1dPercent,Penalty1dPercent_Defense,Penalty1dPercent_Defense_High_Rank,Penalty1dPercent_High_Rank,Plays/Drive,Plays/Drive_Defense,Plays/Drive_Defense_Low_Rank,Plays/Drive_High_Rank,Ply,Ply_Defense,Ply_Defense_Low_Rank,Ply_High_Rank,Pnt,PntBlck,PntBlck_Defense,PntBlck_Defense_Low_Rank,PntBlck_Low_Rank,PntRet_Defense,PntRet_Defense_Low_Rank,PntYds,PntYds_Defense,PntYds_Defense_Low_Rank,PntYds_High_Rank,Pnt_Defense,Pnt_Defense_Low_Rank,Pnt_High_Rank,PrTD,PrTD_Defense,PrTD_Defense_Low_Rank,PrTD_High_Rank,PrYds,PrYds_Defense,PrYds_Defense_Low_Rank,PrYds_High_Rank,Pts/Drive,Pts/Drive_Defense,Pts/Drive_Defense_Low_Rank,Pts/Drive_High_Rank,PuntRet,PuntRet_High_Rank,QbRating,QbRating_Defense,QbRating_Defense_Low_Rank,QbRating_High_Rank,RawPassYds,RawPassYds_High_Rank,RunPass1dRatio,RunPass1dRatio_High_Rank,RunPercent,RunPercent_Defense,RunPercent_Defense_High_Rank,RunPercent_High_Rank,RunTdPercent,RunTdPercent_Defense,RunTdPercent_Defense_High_Rank,RunTdPercent_High_Rank,RunYdPercent,RunYdPercent_Defense,RunYdPercent_Defense_High_Rank,RunYdPercent_High_Rank,RushAtt,RushAtt_Defense,RushAtt_Defense_Low_Rank,RushAtt_High_Rank,RushTD,RushTD_Defense,RushTD_Defense_Low_Rank,RushTD_High_Rank,RushYds,RushYds_Defense,RushYds_Defense_Low_Rank,RushYds_High_Rank,STscore,STscore_Rank,Sc%,Sc%_Defense,Sc%_Defense_Low_Rank,Sc%_High_Rank,Sfty,Sfty_Defense,Sk,Sk%,Sk%_Defense,Sk%_Defense_High_Rank,Sk%_Low_Rank,SkYds,SkYds_Defense,SkYds_Defense_High_Rank,SkYds_Low_Rank,Sk_Defense,Sk_Defense_High_Rank,Sk_Low_Rank,TFGA,TFGA_Defense,TFGA_Defense_Low_Rank,TFGA_High_Rank,TFGM,TFGM_Defense,TFGM_Defense_Low_Rank,TFGM_High_Rank,TO,TO%,TO%_Defense,TO%_Defense_High_Rank,TO%_Low_Rank,TO_Defense,TO_Defense_High_Rank,TO_Differential,TO_Differential_High_Rank,TO_Low_Rank,ThreePhaseScore,ThreePhaseScore_Rank,TimeOfPossession,TimeOfPossession_Defense,TimeOfPossession_High_Rank,TotalYds,TotalYds_Defense,TotalYds_Defense_Low_Rank,TotalYds_High_Rank,XP%,XP%_Defense,XP%_Defense_Low_Rank,XP%_High_Rank,XPA,XPA_Defense,XPA_Defense_Low_Rank,XPA_High_Rank,XPM,XPM_Defense,XPM_Defense_Low_Rank,XPM_High_Rank,Y/Apass,Y/Apass_Defense,Y/Apass_Defense_Low_Rank,Y/Apass_High_Rank,Y/Arun,Y/Arun_Defense,Y/Arun_Defense_Low_Rank,Y/Arun_High_Rank,Y/C,Y/C_Defense,Y/C_Defense_Low_Rank,Y/C_High_Rank,Y/KR,Y/KR_Defense,Y/KR_Defense_Low_Rank,Y/KR_High_Rank,Y/PR,Y/PR_Defense,Y/PR_Defense_Low_Rank,Y/PR_High_Rank,Y/Play,Y/Play_Defense,Y/Play_Defense_Low_Rank,Y/Play_High_Rank,Y/Pnt,Y/Pnt_Defense,Y/Pnt_Defense_Low_Rank,Y/Pnt_High_Rank,Yds/Drive,Yds/Drive_Defense,Yds/Drive_Defense_Low_Rank,Yds/Drive_High_Rank,Yds_Differential,Yds_Differential_High_Rank,YppYprRatio,YppYprRatio_Defense,YppYprRatio_Defense_High_Rank,YppYprRatio_High_Rank
1981.0,,,,,343.0,299.0,12.5,4.0,217.0,163.0,17.0,2.0,91.0,117.0,14.0,27.5,35.0,19.0,5.0,2.0,0.0,0.0,0.0,0.0,4.8,6.1,25.0,16.5,7794.0,6.0,5.4,7.1,23.5,21.0,37.0,,,,,,,,,,382.0,53.9,55.1,14.0,18.0,265.0,8.0,1.0,12.0,12.5,17.333333333333332,20.0,,,,,,,,,,,,,84.0,63.0,12.0,2.0,1.0,6.0,12.0,6.0,0.0,1.0,5.0,11.0,4.0,0.0,21.0,19.0,10.5,22.5,17.25,22.0,16.9,21.0,7.55,5.0,26.25,28.0,39.0,1.0,1.0,0.5384615384615384,16.0,,,,,29.0,4.1,3.3,24.5,10.5,0.0,3.0,16.0,25.0,26.0,67.0,62.0,15.0,10.5,1.0,0.0,12.5,3.0,1328.0,1260.0,15.0,10.0,5.9,6.5,23.5,18.0,14.583333333333336,16.0,0.0,0.0,325.0,369.0,21.0,-44.0,18.0,13.0,709.0,481.0,8.0,1.0,0.6536758193091231,0.4876660341555977,23.0,1.0,2.3846153846153846,1.0,27.0,3.8,5.4,24.0,17.0,26.0,23.5,4.5,0.7714285714285715,0.6341463414634146,8.0,1.0,0.7413173652694611,0.619393262609343,11.0,1.0,4333.0,3328.0,18.0,2.0,109.0,865.0,991.0,26.0,12.0,115.0,25.0,19.5,0.1020408163265306,0.06354515050167224,22.0,3.0,,,,,1129.0,1054.0,14.0,3.5,88.0,0.0,0.0,14.5,11.5,46.0,18.0,3646.0,3419.0,18.0,6.0,84.0,20.0,6.5,0.0,1.0,23.0,18.5,303.0,399.0,18.0,21.0,,,,,39.0,21.0,69.5,83.3,25.0,20.0,4567.0,2.0,0.41935483870967744,28.0,0.3463241806908769,0.5123339658444023,6.0,28.0,0.2285714285714285,0.36585365853658536,21.0,28.0,0.2586826347305389,0.3806067373906571,18.0,28.0,391.0,540.0,20.0,28.0,8.0,15.0,12.5,28.0,1512.0,2045.0,15.0,28.0,12.303030303030305,8.0,0.0,0.0,14.5,14.5,3.0,0.0,29.0,3.9,6.4,18.0,3.5,234.0,271.0,16.0,9.0,33.0,17.5,6.5,25.0,27.0,13.0,18.5,21.0,17.0,10.5,9.5,50.0,0.0,0.0,14.5,14.5,35.0,19.5,-15.0,25.0,26.5,14.961432506887052,17.0,,,,5845.0,5373.0,17.5,6.0,91.9,91.3,8.0,23.0,37.0,46.0,24.0,17.5,34.0,42.0,23.0,21.0,6.4,7.5,22.0,23.0,3.9,3.8,10.0,20.0,12.0,13.6,19.5,24.5,19.8,20.3,13.5,15.0,7.8,8.7,16.5,15.5,5.2,5.1,16.0,11.5,41.4,40.7,11.5,11.0,,,,,472.0,10.0,1.6410256410256412,1.973684210526316,6.0,21.0
1982.0,,,,,167.0,159.0,6.0,14.0,107.0,87.0,8.0,4.0,52.0,53.0,4.5,22.5,8.0,19.0,24.5,26.0,0.0,0.0,0.0,0.0,4.9,4.8,15.5,12.5,4049.0,10.0,5.6,6.1,18.0,17.5,23.0,,,,,,,,,,187.0,56.0,53.8,9.5,11.0,157.0,14.5,4.0,14.0,4.5,15.5,18.0,,,,,,,,,,,,,57.1,57.9,5.0,22.5,0.0,5.0,2.0,6.0,1.0,0.0,4.0,1.0,3.0,0.0,5.0,9.0,15.5,2.0,13.5,11.0,12.75,10.0,7.5,5.0,18.0,18.0,12.0,1.0,1.0,0.4166666666666667,7.0,,,,,12.0,3.6,4.1,17.0,9.5,1.0,3.0,12.0,16.5,13.5,37.0,38.0,17.5,9.0,0.0,0.0,13.5,15.5,786.0,663.0,12.0,6.0,5.5,5.8,13.0,16.5,13.083333333333336,12.0,0.0,1.0,187.0,198.0,20.0,-11.0,16.0,13.0,334.0,292.0,20.0,3.5,0.5923460898502496,0.5532646048109966,8.0,4.0,2.0576923076923075,3.0,15.0,4.5,3.8,13.5,9.5,11.0,14.5,6.0,0.7142857142857143,0.5789473684210527,15.5,5.0,0.6832233414379993,0.6476683937823834,11.0,7.0,1967.0,1875.0,19.0,5.0,62.0,496.0,399.0,7.0,17.0,48.0,7.0,21.0,0.04790419161676647,0.11949685534591195,2.0,26.0,,,,,601.0,582.0,12.0,8.0,58.0,0.0,0.0,14.5,11.0,30.0,22.0,2384.0,2095.0,23.0,2.0,50.0,22.0,2.0,0.0,0.0,12.5,16.5,196.0,176.0,10.0,13.0,,,,,24.0,13.0,75.0,72.4,14.0,12.0,2105.0,7.0,0.485981308411215,26.0,0.4076539101497504,0.4467353951890034,21.0,25.0,0.2857142857142857,0.42105263157894735,13.5,24.0,0.31677665856200066,0.3523316062176166,18.0,22.0,245.0,260.0,9.5,23.0,6.0,8.0,14.0,18.5,912.0,1020.0,14.0,22.0,12.333333333333336,7.5,0.0,0.0,14.5,14.5,1.0,0.0,22.0,6.2,9.3,10.5,8.0,138.0,231.0,9.5,8.0,30.0,10.0,11.0,14.0,19.0,22.0,19.5,8.0,11.0,15.0,23.0,17.0,0.0,0.0,14.5,14.5,21.0,18.0,4.0,9.5,5.5,13.757575757575758,13.0,,,,2879.0,2895.0,19.0,14.0,100.0,87.5,2.5,6.0,23.0,24.0,21.0,10.0,23.0,21.0,19.5,8.5,6.3,7.2,16.5,22.0,3.7,3.9,17.0,15.5,11.3,13.4,21.0,24.5,21.2,17.4,3.0,6.0,8.2,5.9,8.0,13.0,4.8,5.0,18.5,17.0,41.1,41.9,22.0,12.0,,,,,-16.0,15.0,1.7027027027027026,1.8461538461538465,13.0,22.0
1983.0,,,,,303.0,318.0,16.0,18.0,169.0,150.0,4.5,13.0,112.0,147.0,25.0,19.0,22.0,21.0,12.0,13.0,0.0,0.0,0.0,0.0,4.2,4.3,7.0,21.0,7110.0,20.0,5.1,5.4,5.5,22.5,34.0,,,,,,,,,,310.0,55.9,55.0,9.0,18.5,263.0,6.0,10.0,16.0,19.0,14.583333333333336,18.0,,,,,,,,,,,,,75.8,66.7,8.5,14.0,0.0,10.0,14.0,9.0,0.0,0.0,9.0,12.0,4.0,0.0,10.0,23.0,3.0,2.5,14.333333333333336,15.0,15.14375,19.0,14.35,18.0,15.9375,17.0,33.0,1.0,1.0,0.30303030303030304,1.0,,,,,22.0,4.0,5.2,6.0,8.0,0.0,2.0,25.0,9.0,12.5,68.0,70.0,20.5,8.5,0.0,0.0,13.0,15.5,1466.0,1392.0,21.0,3.0,5.4,5.5,4.5,24.5,17.916666666666668,21.0,1.0,0.0,316.0,348.0,17.0,-32.0,20.0,18.0,555.0,478.0,6.0,7.0,0.5599250936329588,0.4755434782608696,25.0,8.0,1.5089285714285714,13.0,15.0,2.7,4.8,20.0,27.0,23.0,18.5,23.5,0.46875,0.5897435897435898,15.0,24.5,0.6397688782626021,0.5290687078549299,26.0,10.0,3211.0,2903.0,6.0,13.0,90.0,748.0,759.0,8.0,5.5,92.0,9.0,8.5,0.07260726072607261,0.0660377358490566,18.0,13.0,,,,,1068.0,1104.0,26.0,11.0,91.0,0.0,0.0,14.5,8.0,40.0,10.0,3780.0,3026.0,9.0,3.0,77.0,9.5,4.5,0.0,0.0,9.5,20.5,210.0,297.0,7.0,27.0,,,,,24.0,27.0,67.5,70.3,9.0,21.0,3514.0,13.0,0.6627218934911243,16.0,0.4400749063670412,0.5244565217391304,4.0,21.0,0.53125,0.41025641025641024,14.0,4.5,0.3602311217373979,0.4709312921450701,3.0,19.0,470.0,579.0,26.0,21.0,17.0,16.0,18.5,11.5,1808.0,2584.0,25.0,20.0,10.5,5.0,0.0,0.0,14.5,14.5,2.0,1.0,43.0,7.2,9.0,10.0,11.0,303.0,326.0,13.0,7.0,47.0,11.0,12.5,33.0,27.0,13.5,4.0,25.0,18.0,11.5,6.0,32.0,0.0,0.0,14.5,14.5,48.0,5.0,16.0,3.0,5.0,14.681818181818182,14.0,,,,5019.0,5487.0,19.0,20.0,97.1,95.2,13.0,11.0,34.0,42.0,18.0,23.0,33.0,40.0,18.0,22.0,6.3,6.8,5.0,27.0,3.8,4.5,26.0,22.0,11.3,12.3,12.0,26.5,21.6,19.9,18.0,3.0,8.8,7.4,9.0,12.0,4.7,5.0,13.0,24.0,41.5,39.3,5.0,11.5,,,,,-468.0,21.0,1.6578947368421053,1.5111111111111108,27.0,19.0
1984.0,,,,,289.0,342.0,25.0,22.0,150.0,182.0,19.5,23.0,111.0,144.0,27.0,18.0,28.0,16.0,6.5,5.0,0.0,0.0,0.0,0.0,3.5,7.7,28.0,26.0,7230.0,16.0,4.8,8.5,28.0,26.0,31.0,,,,,,,,,,281.0,52.7,65.1,28.0,23.0,319.0,24.0,18.5,18.0,13.0,26.66666666666667,28.0,,,,,,,,,,,,,87.0,85.7,26.0,1.0,2.0,3.0,9.0,5.0,4.0,2.0,3.0,9.0,3.0,3.0,16.0,18.0,7.5,16.5,22.33333333333333,27.0,19.16875,26.0,19.4,24.0,18.9375,21.0,39.0,2.0,2.0,0.41025641025641024,4.0,,,,,25.0,4.7,2.2,28.0,20.5,1.0,2.0,11.0,28.0,21.5,86.0,59.0,10.0,1.0,0.0,0.0,12.0,17.0,1775.0,1281.0,14.0,1.0,4.8,7.3,28.0,26.0,21.5,24.0,0.0,0.0,276.0,484.0,28.0,-208.0,28.0,24.0,533.0,490.0,7.5,10.0,0.5734870317002881,0.4849340866290019,25.0,6.0,1.3513513513513509,20.0,18.0,3.4,7.1,28.0,20.5,35.0,28.0,20.5,0.6428571428571429,0.6363636363636364,10.0,9.0,0.6089906700593724,0.5949307304785895,19.0,18.0,2872.0,3779.0,26.0,22.0,90.0,762.0,1047.0,25.0,8.0,113.0,22.0,8.0,0.09688581314878893,0.04678362573099415,26.0,3.0,,,,,1041.0,1062.0,19.0,18.0,82.0,0.0,0.0,14.5,9.5,49.0,20.5,3473.0,2774.0,3.5,13.0,68.0,5.5,14.0,0.0,0.0,11.0,18.0,217.0,435.0,17.0,25.0,,,,,31.0,27.0,63.8,104.4,28.0,25.0,3337.0,22.0,0.74,9.0,0.4265129682997119,0.5150659133709979,4.0,23.0,0.3571428571428571,0.3636363636363637,19.0,20.0,0.3910093299406277,0.40506926952141054,10.0,11.0,444.0,547.0,24.0,24.0,10.0,20.0,24.0,24.0,1844.0,2573.0,27.0,18.0,13.191919191919196,10.0,0.0,0.0,14.5,14.5,0.0,0.0,64.0,10.7,4.9,28.0,25.0,465.0,175.0,28.0,25.0,25.0,28.0,26.0,23.0,28.0,14.5,23.5,20.0,24.0,23.5,17.0,41.0,0.0,0.0,14.5,14.5,29.0,24.0,-12.0,26.0,23.0,21.112947658402206,26.0,,,,4716.0,6352.0,28.0,25.0,96.8,98.3,20.0,18.0,31.0,59.0,28.0,22.5,30.0,58.0,28.0,24.0,6.3,8.1,27.0,25.5,4.2,4.7,27.0,9.0,11.9,12.4,11.5,23.0,20.6,21.7,24.0,7.0,7.0,8.9,15.5,21.0,4.5,6.0,28.0,25.5,42.4,40.8,13.0,6.5,,,,,-1636.0,28.0,1.5,1.7234042553191489,19.0,26.0
1985.0,,,,,317.0,324.0,19.0,12.0,189.0,163.0,11.5,8.0,95.0,139.0,24.0,21.0,33.0,22.0,15.0,3.5,0.0,0.0,0.0,0.0,4.5,5.1,17.0,17.0,7346.0,16.0,5.3,5.9,13.5,21.5,43.0,,,,,,,,,,311.0,54.0,57.1,20.0,16.0,280.0,16.0,6.0,14.0,12.0,15.25,16.0,,,,,,,,,,,,,57.7,78.4,20.0,26.0,2.0,11.0,7.0,5.0,1.0,1.0,10.0,3.0,1.0,0.0,18.0,22.0,3.5,15.5,14.791666666666664,14.0,16.09375,20.0,12.0,11.0,20.1875,20.0,27.0,1.0,1.0,0.6666666666666666,26.0,,,,,29.0,5.0,4.5,8.5,24.0,1.0,2.0,22.0,13.0,26.0,68.0,68.0,20.0,7.0,0.0,0.0,11.5,17.0,1576.0,1491.0,22.0,2.0,5.9,6.2,20.0,11.5,17.083333333333332,19.0,0.0,0.0,346.0,359.0,17.0,-13.0,16.0,14.0,576.0,490.0,9.0,4.5,0.6046738072054528,0.4910798122065728,24.0,1.0,1.9894736842105265,5.0,22.0,3.8,4.1,15.5,20.0,20.0,13.0,12.0,0.5365853658536586,0.5555555555555556,16.0,18.0,0.7056882158804115,0.5931551976573939,23.0,2.0,3635.0,3241.0,15.0,7.0,88.0,690.0,1000.0,28.0,7.0,123.0,28.0,8.0,0.10410094637223977,0.06790123456790123,16.0,2.0,,,,,1027.0,1065.0,17.0,18.0,67.0,0.0,0.0,14.5,9.0,36.0,8.5,2867.0,2691.0,5.0,26.0,65.0,4.0,26.0,0.0,0.0,10.5,17.5,250.0,328.0,12.0,22.5,,,,,25.0,27.0,67.3,74.1,15.0,20.0,3931.0,9.0,0.5026455026455027,24.0,0.3953261927945472,0.5089201877934273,5.0,28.0,0.4634146341463414,0.4444444444444444,13.0,11.0,0.2943117841195885,0.4068448023426061,6.0,27.0,406.0,542.0,23.0,28.0,19.0,16.0,14.0,9.5,1516.0,2223.0,22.0,27.0,14.404040404040403,13.0,0.0,0.0,14.5,14.5,1.0,0.0,45.0,7.2,6.3,25.5,8.0,296.0,223.0,27.5,6.0,33.0,26.0,16.0,26.0,37.0,26.0,23.0,15.0,29.0,27.0,23.0,47.0,0.0,0.0,14.5,14.5,44.0,5.5,-3.0,18.0,25.0,15.685950413223141,18.0,,,,5151.0,5464.0,16.0,16.0,95.3,97.4,20.5,18.0,43.0,39.0,14.0,9.5,41.0,38.0,15.0,10.0,6.8,7.1,16.5,18.0,3.7,4.1,14.0,24.0,12.6,12.4,9.5,17.5,23.2,21.9,19.5,3.0,10.0,9.1,20.0,7.0,5.0,5.1,16.5,14.5,42.8,41.4,16.5,6.0,,,,,-313.0,20.0,1.8378378378378373,1.7317073170731707,15.0,10.0
1986.0,,,,,321.0,286.0,10.0,7.0,186.0,155.0,9.0,7.5,114.0,106.0,16.0,8.5,21.0,25.0,14.0,20.5,0.0,0.0,0.0,0.0,6.9,4.6,11.0,2.0,7322.0,9.0,8.0,5.5,8.0,1.0,48.0,,,,,,,,,,290.0,55.9,55.9,12.0,13.0,276.0,10.0,13.0,18.0,11.0,10.0,6.0,,,,,,,,,,,,,78.6,81.8,27.0,5.0,0.0,8.0,10.0,7.0,3.0,0.0,7.0,9.0,4.0,2.0,14.0,18.0,9.5,11.5,12.166666666666664,10.0,9.63125,4.0,4.45,3.0,14.8125,14.0,31.0,0.0,1.0,0.4516129032258064,13.0,,,,,15.0,2.9,4.9,6.5,3.5,2.0,0.0,24.0,7.5,4.5,56.0,79.0,26.0,19.5,0.0,0.0,12.0,17.0,1200.0,1532.0,26.0,13.0,7.0,6.0,19.0,3.0,7.0,4.0,1.0,1.0,398.0,273.0,5.0,125.0,4.0,4.0,519.0,494.0,10.0,15.0,0.5498046875,0.5251727541954591,17.0,15.0,1.631578947368421,14.0,31.0,6.0,3.2,6.0,2.0,16.0,5.0,2.0,0.6888888888888889,0.6153846153846154,16.0,8.0,0.6924438152539374,0.6416600159616921,15.0,5.0,3913.0,3216.0,13.0,5.0,96.0,890.0,806.0,13.0,19.0,99.0,10.5,8.5,0.06542056074766353,0.08741258741258741,13.0,21.0,,,,,1024.0,1013.0,5.0,19.0,73.0,1.0,0.0,14.5,17.0,40.0,13.0,2963.0,3022.0,7.0,25.0,75.0,6.5,25.0,0.0,0.0,10.5,20.5,215.0,356.0,14.0,27.0,,,,,31.0,26.0,90.1,68.5,7.0,3.0,4185.0,4.0,0.6129032258064516,15.0,0.4501953125,0.47482724580454105,12.0,14.0,0.3111111111111111,0.3846153846153846,13.0,21.0,0.3075561847460626,0.358339984038308,14.0,24.0,461.0,481.0,14.0,19.0,14.0,10.0,5.5,15.0,1738.0,1796.0,13.0,16.0,14.01010101010101,13.0,0.0,0.0,14.5,14.5,0.0,0.0,44.0,7.8,7.1,18.0,15.5,272.0,259.0,21.0,11.0,38.0,19.0,15.0,28.0,33.0,24.5,14.0,22.0,27.0,28.0,9.0,29.0,0.0,0.0,14.5,14.5,42.0,7.0,13.0,4.5,6.5,10.00275482093664,4.0,,,,5651.0,5012.0,11.0,4.0,93.6,88.9,1.0,26.0,47.0,27.0,3.5,3.0,44.0,24.0,2.0,4.5,8.1,7.0,16.5,2.0,3.8,3.7,8.0,17.5,14.4,12.6,12.0,3.0,21.4,19.4,12.0,5.0,6.9,8.9,16.5,25.0,5.5,4.9,12.5,3.0,40.6,40.3,12.0,17.0,,,,,639.0,4.0,2.131578947368421,1.8918918918918919,8.5,4.0
1987.0,,,,,293.0,281.0,11.0,14.5,136.0,159.0,13.5,25.5,129.0,95.0,8.0,4.0,28.0,27.0,16.5,9.0,0.0,0.0,0.0,0.0,4.4,4.5,8.0,24.5,7051.0,10.0,5.8,5.5,8.0,19.5,42.0,,,,,,,,,,232.0,52.0,55.8,16.5,22.0,278.0,21.0,25.0,2.0,26.5,12.583333333333336,11.5,,,,,,,,,,,,,48.3,77.4,23.0,28.0,0.0,12.0,6.0,9.0,2.0,0.0,10.0,3.0,0.0,1.0,10.0,11.0,26.0,2.0,13.833333333333336,14.0,12.49375,13.0,18.3,23.0,6.6875,2.0,28.0,0.0,1.0,0.35714285714285715,2.0,,,,,23.0,5.2,5.2,5.0,25.5,0.0,3.0,26.0,4.0,23.0,71.0,64.0,21.0,2.5,0.0,0.0,11.5,17.0,1421.0,1173.0,17.0,4.0,5.7,5.8,11.5,17.0,13.0,13.0,0.0,1.0,336.0,335.0,16.5,1.0,12.0,13.0,446.0,498.0,20.0,22.0,0.5081632653061224,0.5505617977528089,7.0,19.0,1.054263565891473,28.0,21.0,4.7,4.8,16.0,12.0,24.0,18.0,15.5,0.5121951219512195,0.7272727272727273,6.0,28.0,0.5876481597005615,0.6426202321724711,10.0,22.0,2826.0,3100.0,16.0,20.0,96.0,814.0,964.0,26.0,16.0,107.0,21.5,11.0,0.09556313993174062,0.09608540925266904,10.0,8.0,,,,,980.0,979.0,11.0,18.0,79.0,1.0,0.0,14.5,15.0,44.0,21.0,3116.0,2953.0,11.0,12.0,74.0,10.5,12.0,1.0,0.0,10.0,6.0,420.0,424.0,19.5,10.0,,,,,36.0,16.5,69.4,71.4,8.0,23.0,3185.0,18.0,0.9485294117647058,1.0,0.4918367346938776,0.4494382022471911,22.0,10.0,0.4878048780487805,0.2727272727272727,23.0,1.0,0.4123518402994385,0.357379767827529,19.0,7.0,482.0,440.0,7.0,14.0,20.0,9.0,8.0,1.5,1983.0,1724.0,11.0,11.0,15.040404040404038,19.0,0.0,0.0,14.5,14.5,1.0,0.0,52.0,10.4,7.6,14.5,24.5,359.0,307.0,11.0,20.5,41.0,11.5,22.5,29.0,31.0,21.5,13.5,14.0,24.0,24.0,24.5,33.0,0.0,0.0,14.5,14.5,37.0,11.5,4.0,12.0,10.0,13.404958677685952,9.0,,,,4809.0,4824.0,10.0,15.0,97.6,92.1,6.0,11.0,41.0,38.0,17.0,9.0,40.0,35.0,13.5,9.0,7.1,6.8,9.5,13.0,4.1,3.9,15.0,8.5,13.7,12.3,7.5,5.0,20.0,18.3,8.0,13.0,11.7,9.6,17.5,3.0,4.9,4.9,12.0,15.0,39.4,39.9,19.0,17.0,,,,,-15.0,14.0,1.7317073170731707,1.7435897435897436,17.0,16.0
