Year,Tm,PF,TotalYds,Ply,Y/Play,TO,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,Fmb,FL,FumbleLostPercent,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,ExpectedPointsRunning,TFGA,TFGM,FGA50Plus,FGM50Plus,FG%,XP%,2PA,2PM,Sfty,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PF_High_Rank,TotalYds_High_Rank,Ply_High_Rank,Y/Play_High_Rank,Plays/Drive_High_Rank,Yds/Drive_High_Rank,AvgDriveTime_High_Rank,Pts/Drive_High_Rank,Fmb_Low_Rank,FL_Low_Rank,TO_Low_Rank,Plays/Drive_High_Rank,Yds/Drive_High_Rank,AvgDriveTime_High_Rank,Pts/Drive_High_Rank,1stD_High_Rank,Cmp_High_Rank,PassAtt_High_Rank,PassYds_High_Rank,PassTD_High_Rank,Int_Low_Rank,NY/A_High_Rank,1stDpass_High_Rank,RushAtt_High_Rank,RushYds_High_Rank,RushTD_High_Rank,Y/Arun_High_Rank,1stDrun_High_Rank,Pen_Low_Rank,PenYds_Low_Rank,1stPy_High_Rank,Sc%_High_Rank,TO%_Low_Rank,ExpectedPoints_High_Rank,Cmp%_High_Rank,PassTD%_High_Rank,Int%_Low_Rank,Y/Apass_High_Rank,AY/A_High_Rank,Y/C_High_Rank,QbRating_High_Rank,Sk_Low_Rank,SkYds_Low_Rank,ANY/A_High_Rank,Sk%_Low_Rank,ExpectedPointsPassing_High_Rank,ExpectedPointsRunning_High_Rank,TFGA_High_Rank,TFGM_High_Rank,FG%_High_Rank,XP%_High_Rank,PassPercent_High_Rank,RunPercent_High_Rank,PassYdPercent_High_Rank,RunYdPercent_High_Rank,PassTdPercent_High_Rank,RunTdPercent_High_Rank,PassTdPercent_High_Rank,PassRun1dRatio_High_Rank,RunPass1dRatio_High_Rank,Penalty1dPercent_High_Rank,YppYprRatio_High_Rank,Oscore,FantasyPassScore,FantasyRushScore,FantasyOffenseScore,Oscore_Rank,FantasyPassScore_Rank,FantasyRushScore_Rank,FantasyOffenseScore_Rank
2015.0,ATL,339.0,5985.0,1073.0,5.6,30.0,174.0,6.3,34.2,27.0,178.0,1.84,26.0,13.0,0.5,359.0,410.0,621.0,4379.0,21.0,17.0,6.7,230.0,420.0,1606.0,13.0,3.8,95.0,100.0,969.0,34.0,34.5,17.2,60.21,66.0,3.4,2.7,7.4,6.9,11.2,87.8,32.0,220.0,6.2,4.9,132.47,-62.96,31.0,25.0,3.0,3.0,80.6,100.0,3.0,1.0,0.0,0.608574091332712,0.391425908667288,0.7316624895572263,0.26833751044277365,0.6176470588235294,0.38235294117647056,2.4210526315789482,0.4130434782608696,0.0947075208913649,1.9473684210526316,21.5,7.0,7.0,10.5,2.0,4.0,1.5,18.0,28.0,29.0,27.0,2.0,4.0,1.5,18.0,3.0,5.0,8.0,6.0,24.0,24.5,10.0,5.0,16.0,19.0,13.0,26.0,13.0,8.0,22.0,13.0,17.0,31.0,10.0,8.0,25.0,23.0,12.0,20.0,20.5,21.0,9.0,12.0,17.5,9.0,7.0,31.0,16.5,19.5,29.0,3.0,15.0,18.0,7.0,26.0,25.5,7.5,25.5,13.0,20.0,18.0,7.0,15.75,12.95,18.5,15.725,13.0,13.0,19.0,18.0
2016.0,ATL,540.0,6653.0,995.0,6.7,11.0,204.0,5.9,38.7,29.5,170.0,2.98,8.0,4.0,0.5,379.0,374.0,537.0,4725.0,38.0,7.0,8.2,239.0,421.0,1928.0,20.0,4.6,108.0,104.0,848.0,32.0,52.9,5.9,299.18,69.6,7.1,1.3,9.2,10.1,13.3,116.8,37.0,235.0,9.0,6.4,286.22,20.78,37.0,34.0,8.0,6.0,91.9,98.2,6.0,2.0,0.0,0.5768844221105528,0.4231155778894472,0.7102059221403878,0.2897940778596122,0.6551724137931034,0.3448275862068966,2.212962962962963,0.4518828451882845,0.08443271767810026,2.0,1.0,2.0,26.0,1.0,11.5,1.0,4.5,1.0,1.0,2.0,1.5,11.5,1.0,4.5,1.0,2.0,12.0,26.0,3.0,2.5,5.0,1.0,2.0,12.0,5.0,3.5,5.0,7.0,13.5,9.5,13.5,1.0,2.0,1.0,3.0,1.0,5.5,1.0,1.0,1.0,1.0,21.5,19.0,1.0,24.0,1.0,3.0,6.5,4.5,3.0,6.0,22.0,11.0,12.0,21.0,13.5,19.5,13.5,18.0,15.0,22.0,4.5,2.083333333333333,3.65,5.375,4.5125,1.0,1.0,3.0,1.0
Mean year,,439.5,6319.0,1034.0,6.15,20.5,189.0,6.1,36.45,28.25,174.0,2.41,17.0,8.5,0.5,369.0,392.0,579.0,4552.0,29.5,12.0,7.449999999999999,234.5,420.5,1767.0,16.5,4.199999999999999,101.5,102.0,908.5,33.0,43.7,11.55,179.695,67.8,5.25,2.0,8.3,8.5,12.25,102.3,34.5,227.5,7.6,5.65,209.34500000000003,-21.09,34.0,29.5,5.5,4.5,86.25,99.1,4.5,1.5,0.0,0.5927292567216325,0.4072707432783676,0.7209342058488071,0.2790657941511929,0.6364097363083164,0.36359026369168357,2.3170077972709553,0.43246316172457705,0.08957011928473257,1.973684210526316,11.25,4.5,16.5,5.75,6.75,2.5,3.0,9.5,14.5,15.5,14.25,6.75,2.5,3.0,9.5,2.5,8.5,17.0,4.5,13.25,14.75,5.5,3.5,14.0,12.0,8.25,15.5,10.0,10.75,15.75,13.25,9.0,16.5,5.5,5.5,13.0,14.25,6.5,10.5,10.75,11.0,15.25,15.5,9.25,16.5,4.0,17.0,11.5,12.0,16.0,4.5,18.5,14.5,9.5,23.5,19.5,13.5,19.5,15.5,17.5,20.0,5.75,8.916666666666666,8.299999999999999,11.9375,10.11875,7.0,7.0,11.0,9.5
Median year,,439.5,6319.0,1034.0,6.15,20.5,189.0,6.1,36.45,28.25,174.0,2.41,17.0,8.5,0.5,369.0,392.0,579.0,4552.0,29.5,12.0,7.449999999999999,234.5,420.5,1767.0,16.5,4.199999999999999,101.5,102.0,908.5,33.0,43.7,11.55,179.695,67.8,5.25,2.0,8.3,8.5,12.25,102.3,34.5,227.5,7.6,5.65,209.34500000000003,-21.09,34.0,29.5,5.5,4.5,86.25,99.1,4.5,1.5,0.0,0.5927292567216325,0.4072707432783676,0.7209342058488071,0.2790657941511929,0.6364097363083164,0.36359026369168357,2.3170077972709553,0.43246316172457705,0.08957011928473257,1.973684210526316,11.25,4.5,16.5,5.75,6.75,2.5,3.0,9.5,14.5,15.5,14.25,6.75,2.5,3.0,9.5,2.5,8.5,17.0,4.5,13.25,14.75,5.5,3.5,14.0,12.0,8.25,15.5,10.0,10.75,15.75,13.25,9.0,16.5,5.5,5.5,13.0,14.25,6.5,10.5,10.75,11.0,15.25,15.5,9.25,16.5,4.0,17.0,11.5,12.0,16.0,4.5,18.5,14.5,9.5,23.5,19.5,13.5,19.5,15.5,17.5,20.0,5.75,8.916666666666666,8.299999999999999,11.9375,10.11875,7.0,7.0,11.0,9.5
