Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Miami Dolphins,16,392,645,60.8,4779,46,7.1,23,3.6,85,7.6,7.4,12.5,298.7,93.3,17,119,7.2,7.0,2.6,1,2
2,San Francisco 49ers,16,353,582,60.7,4096,21,3.6,20,3.4,66,7.4,6.6,12.2,256.0,81.1,26,203,6.7,5.9,4.3,1,1
3,Cincinnati Bengals,16,287,497,57.7,3957,25,5.0,20,4.0,57,8.4,7.6,14.5,247.3,85.1,28,203,7.5,6.8,5.3,3,4
4,New England Patriots,16,340,557,61.0,3954,29,5.2,13,2.3,69,7.8,7.7,12.7,247.1,92.9,47,367,6.5,6.5,7.8,3,3
5,Minnesota Vikings,16,290,519,55.9,3913,31,6.0,15,2.9,76,8.1,8.0,14.4,244.6,90.1,44,272,7.0,6.9,7.8,1,1
6,Washington Redskins,16,276,542,50.9,3869,22,4.1,22,4.1,71,7.6,6.6,14.9,241.8,72.7,28,240,6.8,5.8,4.9,4,5
7,San Diego Chargers,16,339,604,56.1,3780,21,3.5,33,5.5,65,6.7,4.9,11.9,236.3,65.6,32,265,5.9,4.3,5.0,,
8,Cleveland Browns,16,315,538,58.6,3744,18,3.3,11,2.0,72,7.5,7.2,12.8,234.0,84.6,39,274,6.5,6.3,6.8,5,7
9,New York Jets,16,334,537,62.2,3646,27,5.0,21,3.9,83,7.5,6.8,12.1,227.9,85.7,45,386,6.3,5.6,7.7,3,3
10,Denver Broncos,16,306,549,55.7,3538,22,4.0,16,2.9,53,6.9,6.4,12.5,221.1,78.7,38,273,6.0,5.6,6.5,2,2
11,Los Angeles Raiders,16,281,530,53.0,3509,27,5.1,25,4.7,81,7.5,6.4,14.1,219.3,74.8,64,464,5.9,4.9,10.8,1,2
12,Dallas Cowboys,16,319,547,58.3,3505,21,3.8,24,4.4,84,7.3,6.1,12.5,219.1,75.7,60,498,5.8,4.7,9.9,2,4
13,Houston Oilers,16,288,551,52.3,3449,14,2.5,31,5.6,81,7.0,5.0,13.3,215.6,59.7,48,394,5.8,3.9,8.0,,
14,Green Bay Packers,16,305,565,54.0,3447,18,3.2,27,4.8,62,6.6,5.0,12.2,215.4,65.1,37,261,5.7,4.3,6.1,0,0
15,Buffalo Bills,16,294,499,58.9,3363,22,4.4,19,3.8,84,7.4,6.6,12.6,210.2,80.9,45,334,6.2,5.4,8.3,,
16,Indianapolis Colts,16,300,586,51.2,3209,16,2.7,24,4.1,84,6.2,4.9,12.1,200.6,62.5,53,406,5.0,3.8,8.3,1,2
17,New York Giants,16,260,472,55.1,3133,22,4.7,22,4.7,49,7.4,6.3,13.5,195.8,75.0,46,367,6.0,5.0,8.9,2,4
18,Seattle Seahawks,16,268,453,59.2,3109,24,5.3,14,3.1,72,7.6,7.2,12.8,194.3,87.7,39,315,6.3,6.0,7.9,1,1
19,Detroit Lions,16,286,500,57.2,2784,18,3.6,20,4.0,73,6.2,5.1,10.9,174.0,71.0,39,323,5.2,4.2,7.2,1,1
20,Chicago Bears,16,208,415,50.1,2759,12,2.9,25,6.0,85,7.0,4.9,14.0,172.4,57.6,24,153,6.3,4.3,5.5,4,5
21,Kansas City Chiefs,16,257,521,49.3,2750,23,4.4,18,3.5,70,6.0,5.3,12.1,171.9,68.5,50,372,4.8,4.2,8.8,2,3
22,St. Louis Cardinals,16,293,516,56.8,2716,17,3.3,19,3.7,48,6.1,5.1,10.7,169.8,70.4,59,424,4.7,3.8,10.3,2,1
23,New Orleans Saints,16,232,425,54.6,2668,13,3.1,25,5.9,84,6.8,4.8,12.5,166.8,61.6,27,225,5.9,4.0,6.0,1,1
24,Pittsburgh Steelers,16,238,491,48.5,2588,16,3.3,20,4.1,58,5.6,4.4,11.5,161.8,59.7,20,159,5.1,3.9,3.9,0,2
25,Atlanta Falcons,16,246,452,54.4,2582,14,3.1,17,3.8,65,6.7,5.7,12.4,161.4,70.2,56,464,5.1,4.1,11.0,3,2
26,Philadelphia Eagles,16,268,514,52.1,2540,19,3.7,17,3.3,75,6.3,5.6,12.1,158.8,70.4,104,708,4.1,3.5,16.8,2,2
27,Tampa Bay Buccaneers,16,245,459,53.4,2498,13,2.8,25,5.4,46,6.3,4.4,11.8,156.1,59.6,56,394,4.9,3.2,10.9,,
28,Los Angeles Rams,16,194,403,48.1,2196,15,3.7,15,3.7,65,5.9,5.0,12.3,137.3,63.7,27,184,5.1,4.2,6.3,0,3
,Avg Team,,286.2,516.8,55.4,3288.6,20.9,4.1,20.8,4.0,70,7.0,6.0,12.6,205.5,71.5,42.8,323.1,5.88,5.0,7.6,1.6,2.2
,League Total,,8014,14469,55.4,92081,586,4.1,581,4.0,85,7.0,6.0,12.6,205.5,71.5,1198,9047,5.88,5.0,7.6,45,61
,Avg Tm/G,,17.9,32.3,55.4,205.5,1.3,4.1,1.3,4.0,,7.0,6.0,12.6,205.5,71.5,2.7,20.2,5.88,5.0,7.6,,
