Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Miami Dolphins,15,338,584,57.9,3876,29,5.0,20,3.4,59,6.8,6.3,11.8,258.4,81.0,13,101,6.5,6.0,2.2,2,2
2,San Francisco 49ers,15,322,501,64.3,3750,44,8.8,14,2.8,57,7.9,8.4,12.3,250.0,106.2,29,205,7.1,7.5,5.5,3,3
3,Denver Broncos,15,285,530,53.8,3654,24,4.5,19,3.6,72,7.3,6.6,13.6,243.6,77.5,30,220,6.5,5.9,5.4,3,3
4,Washington Redskins,15,247,478,51.7,3495,27,5.6,18,3.8,88,7.8,7.2,15.1,233.0,80.7,27,223,6.9,6.4,5.3,3,5
5,Cleveland Browns,15,291,482,60.4,3455,27,5.6,12,2.5,54,7.5,7.5,12.5,230.3,92.0,29,170,6.8,6.8,5.7,1,1
6,St. Louis Cardinals,15,305,529,57.7,3453,25,4.7,15,2.8,57,7.3,6.9,12.6,230.2,84.4,54,397,5.9,5.6,9.3,2,2
7,Houston Oilers,15,240,482,49.8,3300,24,5.0,23,4.8,83,7.3,6.2,14.7,220.0,70.8,30,234,6.4,5.4,5.9,3,4
8,San Diego Chargers,15,303,516,58.7,3280,13,2.5,23,4.5,67,7.0,5.5,11.9,218.7,69.9,39,322,5.9,4.5,7.0,4,4
9,Cincinnati Bengals,15,255,475,53.7,3213,17,3.6,20,4.2,61,7.3,6.1,13.6,214.2,71.6,32,255,6.3,5.2,6.3,3,3
10,New York Giants,15,265,499,53.1,3202,26,5.2,22,4.4,63,7.3,6.4,13.8,213.5,75.8,61,443,5.7,4.9,10.9,0,2
11,Dallas Cowboys,15,288,500,57.6,3191,19,3.8,20,4.0,77,7.2,6.1,12.5,212.7,76.0,52,403,5.8,4.8,9.4,3,3
12,Chicago Bears,15,272,493,55.2,3090,23,4.7,24,4.9,59,6.9,5.7,12.6,206.0,72.2,48,330,5.7,4.6,8.9,4,5
13,Los Angeles Raiders,15,247,457,54.0,3070,19,4.2,18,3.9,49,7.5,6.6,13.9,204.7,75.8,53,359,6.0,5.2,10.4,,
14,Philadelphia Eagles,15,283,520,54.4,3050,26,5.0,16,3.1,70,6.8,6.5,12.6,203.3,79.8,72,511,5.2,4.8,12.2,2,3
15,Tampa Bay Buccaneers,15,264,517,51.1,3016,22,4.3,17,3.3,64,6.5,5.9,12.8,201.1,72.3,43,361,5.4,4.8,7.7,,
16,New York Jets,15,302,517,58.4,2959,18,3.5,15,2.9,59,6.6,6.0,11.3,197.3,77.7,66,443,5.1,4.5,11.3,2,2
17,Detroit Lions,15,275,509,54.0,2956,16,3.1,26,5.1,53,6.2,4.5,11.5,197.1,62.1,26,194,5.5,3.9,4.9,1,2
18,Buffalo Bills,15,292,516,56.6,2901,21,4.1,19,3.7,47,6.3,5.4,11.1,193.4,73.7,37,345,5.2,4.5,6.7,3,4
19,Indianapolis Colts,15,255,447,57.0,2852,16,3.6,16,3.6,72,6.8,5.9,11.9,190.1,75.0,24,190,6.1,5.2,5.1,,
20,Minnesota Vikings,15,232,446,52.0,2826,21,4.7,23,5.2,73,7.1,5.8,13.7,188.4,69.4,52,359,5.7,4.4,10.4,1,2
21,New Orleans Saints,15,227,411,55.2,2774,23,5.6,12,2.9,82,7.3,7.1,13.2,184.9,84.9,29,213,6.3,6.1,6.6,4,5
22,Atlanta Falcons,15,247,501,49.3,2768,17,3.4,32,6.4,57,6.2,4.0,12.6,184.5,53.7,46,340,5.1,3.0,8.4,2,2
23,Seattle Seahawks,15,237,405,58.5,2712,31,7.7,21,5.2,75,7.5,6.7,12.8,180.8,85.9,36,316,6.1,5.4,8.2,1,1
24,New England Patriots,15,236,440,53.6,2683,22,5.0,18,4.1,45,6.7,5.8,12.4,178.9,74.1,33,246,5.7,4.9,7.0,0,1
25,Green Bay Packers,15,234,455,51.4,2681,15,3.3,17,3.7,70,6.5,5.5,12.7,178.7,67.6,45,296,5.4,4.4,9.0,1,3
26,Kansas City Chiefs,15,236,432,54.6,2619,17,3.9,17,3.9,81,6.9,5.9,12.6,174.6,73.1,48,366,5.5,4.6,10.0,0,1
27,Los Angeles Rams,15,220,420,52.4,2554,16,3.8,18,4.3,81,6.5,5.4,12.5,170.3,67.9,25,196,5.7,4.6,5.6,0,1
28,Pittsburgh Steelers,15,198,429,46.2,2266,13,3.0,25,5.8,63,5.7,3.7,12.4,151.1,50.3,27,198,5.0,3.1,5.9,3,4
,Avg Team,,264.1,481.8,54.8,3058.8,21.8,4.5,19.3,4.0,66,7.0,6.1,12.7,203.9,72.6,39.5,294.1,5.87,5.0,7.6,1.8,2.4
,League Total,,7396,13491,54.8,85646,611,4.5,540,4.0,88,7.0,6.1,12.7,203.9,72.6,1106,8236,5.87,5.0,7.6,51,68
,Avg Tm/G,,17.6,32.1,54.8,203.9,1.5,4.5,1.3,4.0,,7.0,6.1,12.7,203.9,72.6,2.6,19.6,5.87,5.0,7.6,,
