Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Chicago Bears,16,46,321,0,19,7.0,79,1694,0,58,21.4,7248
2,San Diego Chargers,16,47,489,3,85,10.4,75,1613,1,63,21.5,7101
3,Buffalo Bills,16,39,346,0,47,8.9,78,1538,0,53,19.7,6856
4,New York Jets,16,59,674,1,66,11.4,54,1236,2,101,22.9,6995
5,Seattle Seahawks,16,37,248,0,28,6.7,76,1550,0,43,20.4,7842
6,Baltimore Ravens,16,42,564,2,89,13.4,71,1435,0,51,20.2,7501
7,Arizona Cardinals,16,41,461,0,50,11.2,70,1696,0,63,24.2,7364
8,Dallas Cowboys,16,47,512,1,83,10.9,63,1520,0,49,24.1,7151
9,Oakland Raiders,16,27,210,0,32,7.8,81,1699,0,45,21.0,7493
10,St. Louis Rams,16,40,274,0,43,6.9,68,1454,0,56,21.4,6893
11,Detroit Lions,16,48,433,0,40,9.0,59,1364,0,69,23.1,7914
12,New Orleans Saints,16,48,496,0,32,10.3,58,1374,1,102,23.7,6247
13,Green Bay Packers,16,56,515,0,46,9.2,49,1119,0,43,22.8,7458
14,Carolina Panthers,16,41,310,0,40,7.6,64,1500,0,56,23.4,6738
15,Atlanta Falcons,16,52,483,0,38,9.3,51,1198,2,99,23.5,6753
16,Tampa Bay Buccaneers,16,51,645,1,63,12.6,51,1075,0,51,21.1,6290
17,Cincinnati Bengals,16,26,201,0,18,7.7,74,1708,1,102,23.1,7496
18,Philadelphia Eagles,16,31,234,0,42,7.5,69,1520,1,57,22.0,7776
19,Minnesota Vikings,16,34,444,0,57,13.1,65,1414,0,74,21.8,7494
20,Pittsburgh Steelers,16,32,222,0,30,6.9,67,1493,1,97,22.3,7545
21,Indianapolis Colts,16,31,248,0,20,8.0,68,1442,0,61,21.2,7048
22,New England Patriots,16,45,467,0,47,10.4,53,1337,1,86,25.2,7086
23,New York Giants,16,47,455,1,53,9.7,51,963,0,84,18.9,6183
24,Washington Redskins,16,38,442,1,63,11.6,59,1283,1,97,21.7,6911
25,Denver Broncos,16,41,555,3,94,13.5,54,1203,0,61,22.3,7914
26,Miami Dolphins,16,32,335,0,38,10.5,63,1298,0,48,20.6,6918
27,Jacksonville Jaguars,16,36,412,0,52,11.4,58,1233,1,92,21.3,7306
28,San Francisco 49ers,16,41,482,1,73,11.8,50,1133,1,101,22.7,7086
29,Tennessee Oilers,16,32,244,0,30,7.6,58,1150,0,54,19.8,6651
30,Kansas City Chiefs,16,35,383,1,82,10.9,54,1345,1,94,24.9,7051
,Avg Team,,40.7,403.5,0.5,50,9.9,63.0,1386.2,0.5,70,22.0,7143.6
,League Total,,1222,12105,15,94,9.9,1890,41587,14,102,22.0,214309
,Avg Tm/G,,2.5,25.2,0.0,,9.9,3.9,86.6,0.0,,22.0,446.5
