Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Carolina Panthers,16,44,464,0,35,10.5,76,1834,1,99,24.1,7385
2,San Diego Chargers,16,45,542,0,56,12.0,70,1293,0,36,18.5,6660
3,Washington Redskins,16,44,506,0,47,11.5,70,1512,1,101,21.6,7419
4,Baltimore Ravens,16,43,541,2,87,12.6,69,1700,2,97,24.6,6974
5,Oakland Raiders,16,50,564,2,75,11.3,62,1208,0,42,19.5,7112
6,St. Louis Rams,16,41,415,1,71,10.1,68,1472,1,102,21.6,6679
7,Green Bay Packers,16,48,412,1,71,8.6,60,1547,2,101,25.8,7952
8,Arizona Cardinals,16,43,295,0,24,6.9,63,1314,0,59,20.9,7060
9,San Francisco 49ers,16,47,406,1,72,8.6,59,1108,0,45,18.8,8575
10,Jacksonville Jaguars,16,45,581,1,85,12.9,61,1366,0,91,22.4,7604
11,Indianapolis Colts,16,34,340,0,53,10.0,71,1432,0,44,20.2,7024
12,Seattle Seahawks,16,41,428,2,74,10.4,64,1510,1,90,23.6,6823
13,Detroit Lions,16,36,212,0,23,5.9,68,1700,2,105,25.0,7264
14,Cincinnati Bengals,16,29,234,1,65,8.1,72,1710,1,97,23.8,7221
15,Kansas City Chiefs,16,38,316,0,37,8.3,63,1319,0,62,20.9,6707
16,New York Giants,16,35,252,0,39,7.2,66,1286,1,90,19.5,6249
17,Tampa Bay Buccaneers,16,41,559,2,95,13.6,59,1399,0,60,23.7,6903
18,New York Jets,16,43,315,0,23,7.3,57,1285,0,62,22.5,7597
19,Miami Dolphins,16,46,542,0,39,11.8,53,1297,0,55,24.5,6948
20,Denver Broncos,16,38,399,0,44,10.5,58,1402,1,95,24.2,8052
21,New England Patriots,16,33,395,0,39,12.0,62,1330,0,68,21.5,7214
22,Philadelphia Eagles,16,34,285,0,40,8.4,60,1363,0,54,22.7,6175
23,Tennessee Oilers,16,38,280,0,25,7.4,56,1148,0,50,20.5,6900
24,New Orleans Saints,16,32,408,0,76,12.8,62,1354,1,100,21.8,6694
25,Buffalo Bills,16,37,369,0,73,10.0,56,1168,0,46,20.9,7376
26,Chicago Bears,16,25,291,1,93,11.6,66,1595,2,94,24.2,6889
27,Dallas Cowboys,16,39,493,2,69,12.6,51,1191,0,42,23.4,7237
28,Pittsburgh Steelers,16,33,269,0,47,8.2,55,1112,0,44,20.2,6249
29,Atlanta Falcons,16,40,304,0,23,7.6,46,1157,1,93,25.2,7426
30,Minnesota Vikings,16,29,289,0,53,10.0,54,1238,1,88,22.9,8152
,Avg Team,,39.0,390.2,0.5,55,10.0,61.9,1378.3,0.6,74,22.3,7150.7
,League Total,,1171,11706,16,95,10.0,1857,41350,18,105,22.3,214520
,Avg Tm/G,,2.4,24.4,0.0,,10.0,3.9,86.1,0.0,,22.3,446.9
