Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Houston Texans,16,53,512,1,76,9.7,77,1529,0,49,19.9,6047
2,Detroit Lions,16,42,363,2,73,8.6,83,2039,0,91,24.6,7077
3,New Orleans Saints,16,45,625,1,83,13.9,79,1956,2,97,24.8,8079
4,Washington Redskins,16,43,450,1,90,10.5,78,1617,0,60,20.7,7464
5,Chicago Bears,16,38,359,0,30,9.4,83,1762,0,63,21.2,6942
6,Carolina Panthers,16,57,487,2,87,8.5,60,1208,0,51,20.1,6269
7,Arizona Cardinals,16,36,221,0,22,6.1,81,1797,1,95,22.2,6877
8,Pittsburgh Steelers,16,42,290,0,29,6.9,72,1544,1,99,21.4,8013
9,Minnesota Vikings,16,28,283,0,61,10.1,86,1775,0,51,20.6,8481
10,Cincinnati Bengals,16,28,131,0,34,4.7,85,1905,1,94,22.4,7596
11,San Diego Chargers,16,37,315,0,37,8.5,73,1670,0,56,22.9,7571
12,New England Patriots,16,34,298,0,40,8.8,75,1771,2,87,23.6,7335
13,Green Bay Packers,16,46,191,0,27,4.2,63,1284,0,55,20.4,7227
14,St. Louis Rams,16,33,380,1,78,11.5,75,1642,0,53,21.9,7950
15,Dallas Cowboys,16,39,325,0,71,8.3,68,1521,2,100,22.4,6612
16,Baltimore Ravens,16,34,384,1,95,11.3,68,1433,0,64,21.1,6703
17,Buffalo Bills,16,30,157,0,16,5.2,71,1405,1,90,19.8,7561
18,Indianapolis Colts,16,37,282,0,34,7.6,64,1310,0,44,20.5,7386
19,New York Jets,16,29,464,2,63,16.0,72,1713,2,98,23.8,7415
20,Cleveland Browns,16,33,434,2,87,13.2,66,1336,1,95,20.2,7045
21,Seattle Seahawks,16,25,256,1,61,10.2,74,1533,1,97,20.7,7882
22,Philadelphia Eagles,16,47,567,1,76,12.1,52,1297,0,57,24.9,7767
23,San Francisco 49ers,16,28,395,1,89,14.1,68,1386,0,50,20.4,7617
24,Denver Broncos,16,34,275,0,53,8.1,62,1456,0,56,23.5,8176
25,Kansas City Chiefs,16,29,390,2,90,13.4,67,1474,1,88,22.0,8070
26,Atlanta Falcons,16,32,325,0,36,10.2,63,1404,1,91,22.3,7532
27,Miami Dolphins,16,31,293,0,34,9.5,63,1483,0,66,23.5,7369
28,New York Giants,16,32,243,0,37,7.6,59,1219,0,46,20.7,7474
29,Oakland Raiders,16,29,318,2,83,11.0,61,1319,1,96,21.6,8149
30,Jacksonville Jaguars,16,28,311,1,69,11.1,62,1165,0,54,18.8,6624
31,Tampa Bay Buccaneers,16,44,430,1,56,9.8,45,1085,0,67,24.1,6750
32,Tennessee Titans,16,28,217,0,30,7.8,50,982,0,48,19.6,6637
,Avg Team,,36.0,342.8,0.7,58,9.5,68.9,1500.6,0.5,72,21.8,7365.5
,League Total,,1151,10971,22,95,9.5,2205,48020,17,100,21.8,235697
,Avg Tm/G,,2.2,21.4,0.0,,9.5,4.3,93.8,0.0,,21.8,460.3
