Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Kansas City Chiefs,16,58,706,2,84,12.2,63,1182,0,29,18.8,7557
2,Cincinnati Bengals,16,35,410,2,86,11.7,84,2020,1,99,24.0,7992
3,Denver Broncos,16,54,409,1,81,7.6,63,1398,0,71,22.2,7318
4,Miami Dolphins,16,44,432,0,45,9.8,72,1713,0,93,23.8,7367
5,New Orleans Saints,16,35,258,0,18,7.4,79,1639,0,55,20.7,7264
6,Cleveland Browns,16,25,162,0,15,6.5,89,1725,0,43,19.4,6037
7,New York Giants,16,45,520,1,85,11.6,69,1502,0,45,21.8,7471
8,Baltimore Ravens,16,59,452,0,33,7.7,54,1098,0,66,20.3,6639
9,Arizona Cardinals,16,47,489,0,43,10.4,64,1403,0,68,21.9,6180
10,Detroit Lions,16,38,386,1,68,10.2,72,1445,0,91,20.1,7250
11,New England Patriots,16,48,495,0,52,10.3,62,1498,0,95,24.2,7420
12,New York Jets,16,43,319,0,23,7.4,67,1571,0,81,23.4,6832
13,Indianapolis Colts,16,41,388,1,39,9.5,67,1397,1,97,20.9,7627
14,Atlanta Falcons,16,32,372,2,70,11.6,76,1445,0,40,19.0,6715
15,St. Louis Rams,16,52,498,1,84,9.6,54,1354,2,101,25.1,8591
16,Washington Redskins,16,41,332,0,33,8.1,63,1290,1,95,20.5,7816
17,Oakland Raiders,16,42,397,0,78,9.5,61,1140,0,48,18.7,7578
18,San Francisco 49ers,16,26,104,0,32,4.0,77,1579,0,75,20.5,7399
19,San Diego Chargers,16,34,290,0,33,8.5,69,1312,0,37,19.0,6481
20,Minnesota Vikings,16,32,269,1,64,8.4,70,1597,2,85,22.8,7996
21,Carolina Panthers,16,35,241,0,30,6.9,66,1475,2,100,22.3,7725
22,Pittsburgh Steelers,16,42,377,0,48,9.0,57,1110,0,44,19.5,6742
23,Dallas Cowboys,16,41,440,1,76,10.7,58,1372,0,79,23.7,7201
24,Philadelphia Eagles,16,29,250,0,39,8.6,69,1612,1,86,23.4,6045
25,Chicago Bears,16,30,346,0,54,11.5,68,1491,0,93,21.9,7557
26,Tampa Bay Buccaneers,16,43,357,0,31,8.3,55,1116,0,55,20.3,6015
27,Seattle Seahawks,16,30,419,1,94,14.0,68,1547,0,61,22.8,6989
28,Tennessee Titans,16,40,358,1,65,9.0,56,1042,0,41,18.6,6929
29,Green Bay Packers,16,29,212,0,45,7.3,66,1241,1,88,18.8,7172
30,Jacksonville Jaguars,16,45,462,1,74,10.3,46,881,1,98,19.2,7193
31,Buffalo Bills,16,34,347,0,27,10.2,51,1001,1,62,19.6,6941
,Avg Team,,39.6,370.9,0.5,53,9.4,65.6,1393.4,0.4,72,21.2,7162.5
,League Total,,1229,11497,16,94,9.4,2035,43196,13,101,21.2,222039
,Avg Tm/G,,2.5,23.2,0.0,,9.4,4.1,87.1,0.0,,21.2,447.7
