Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Los Angeles Rams,16,39,345,2,61,8.8,63,1054,0,35,16.7,6472
2,New England Patriots,16,37,274,0,50,7.4,64,1376,1,100,21.5,5651
3,Philadelphia Eagles,16,47,555,1,87,11.8,48,987,0,45,20.6,7023
4,Atlanta Falcons,16,29,196,0,45,6.8,64,1532,2,99,23.9,6921
5,San Diego Chargers,16,44,359,0,25,8.2,45,812,0,62,18.0,6661
6,Green Bay Packers,16,35,315,1,58,9.0,54,1017,0,50,18.8,6442
7,Seattle Seahawks,16,38,283,0,16,7.4,50,885,0,34,17.7,5156
8,New Orleans Saints,16,45,231,0,34,5.1,42,815,0,48,19.4,6106
9,Cleveland Browns,16,44,429,1,75,9.8,43,880,0,47,20.5,6170
10,Denver Broncos,16,34,353,0,47,10.4,51,1028,0,64,20.2,6310
11,Washington Redskins,16,37,355,2,84,9.6,48,973,0,47,20.3,6482
12,Los Angeles Raiders,16,41,402,0,40,9.8,43,744,0,41,17.3,5925
13,Buffalo Bills,16,43,464,0,42,10.8,41,761,0,35,18.6,7347
14,Phoenix Cardinals,16,33,364,0,65,11.0,51,1127,0,63,22.1,6354
15,New York Jets,16,30,232,0,21,7.7,54,950,0,45,17.6,5912
16,Cincinnati Bengals,16,24,285,1,95,11.9,59,1058,0,48,17.9,5661
17,New York Giants,16,27,240,0,39,8.9,56,1098,1,92,19.6,6024
18,San Francisco 49ers,16,40,389,1,48,9.7,42,879,0,82,20.9,7673
19,Dallas Cowboys,16,44,550,2,79,12.5,37,699,0,59,18.9,7011
20,Pittsburgh Steelers,16,32,364,1,80,11.4,48,847,0,33,17.6,6499
21,Detroit Lions,16,21,190,1,58,9.0,59,1193,1,89,20.2,6185
22,Chicago Bears,16,23,176,0,36,7.7,56,1143,1,97,20.4,6566
23,Houston Oilers,16,33,194,0,20,5.9,46,885,0,42,19.2,6943
24,Minnesota Vikings,16,33,336,0,42,10.2,45,874,0,53,19.4,6487
25,Kansas City Chiefs,16,39,402,2,86,10.3,39,722,0,39,18.5,5788
26,Indianapolis Colts,16,25,275,2,84,11.0,51,1001,0,42,19.6,5930
27,Tampa Bay Buccaneers,16,26,160,0,17,6.2,50,881,0,39,17.6,6209
28,Miami Dolphins,16,31,191,0,19,6.2,44,838,0,44,19.0,6685
,Avg Team,,34.8,318.2,0.6,52,9.1,49.8,966.4,0.2,56,19.4,6378.3
,League Total,,974,8909,17,95,9.1,1393,27059,6,100,19.4,178593
,Avg Tm/G,,2.2,19.9,0.0,,9.1,3.1,60.4,0.0,,19.4,398.6
