Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
1,Houston Oilers,16,50,281,1,78,5.6,74,1436,0,44,19.4,6627
2,Cincinnati Bengals,16,37,373,1,82,10.1,86,1810,0,43,21.0,7276
3,Denver Broncos,16,41,379,0,44,9.2,75,1523,0,41,20.3,7818
4,Los Angeles Rams,16,40,461,1,103,11.5,71,1605,0,57,22.6,7216
5,Pittsburgh Steelers,16,56,424,0,42,7.6,55,1141,0,71,20.7,6991
6,New England Patriots,16,46,383,0,38,8.3,63,1123,0,36,17.8,7526
7,Philadelphia Eagles,16,41,381,0,49,9.3,67,1441,1,94,21.5,7366
8,New Orleans Saints,16,25,152,0,35,6.1,82,1840,2,98,22.4,7475
9,Atlanta Falcons,16,31,188,0,29,6.1,75,1627,0,69,21.7,7430
10,Green Bay Packers,16,49,414,1,85,8.4,56,1168,1,96,20.9,7099
11,Buffalo Bills,16,33,343,0,57,10.4,72,1345,0,42,18.7,7251
12,New York Giants,16,32,388,2,68,12.1,73,1328,0,36,18.2,6279
13,New York Jets,16,39,345,0,26,8.8,66,1282,0,45,19.4,6519
14,Seattle Seahawks,16,37,337,0,31,9.1,67,1467,1,93,21.9,6700
15,San Diego Chargers,16,36,475,2,90,13.2,68,1636,2,90,24.1,7588
16,Washington Redskins,16,32,452,2,78,14.1,71,1685,0,86,23.7,7171
17,Los Angeles Raiders,16,40,487,0,48,12.2,62,1358,0,55,21.9,7022
18,Indianapolis Colts,16,42,339,1,75,8.1,60,1254,1,95,20.9,6291
19,Kansas City Chiefs,16,43,316,0,43,7.3,59,1300,1,91,22.0,7491
20,Arizona Cardinals,16,42,286,0,23,6.8,57,1079,0,53,18.9,6234
21,Miami Dolphins,16,33,241,0,26,7.3,66,1294,0,46,19.6,7740
22,Minnesota Vikings,16,39,238,0,25,6.1,60,1296,0,61,21.6,7686
23,San Francisco 49ers,16,40,334,0,26,8.4,58,1244,1,96,21.4,7882
24,Tampa Bay Buccaneers,16,28,248,1,80,8.9,70,1422,0,77,20.3,6596
25,Detroit Lions,16,25,256,0,24,10.2,71,1675,4,102,23.6,7140
26,Dallas Cowboys,16,44,404,1,83,9.2,50,1284,1,87,25.7,7130
27,Chicago Bears,16,27,218,1,61,8.1,66,1402,0,55,21.2,6429
28,Cleveland Browns,16,46,462,2,92,10.0,42,1031,1,85,24.5,6448
,Avg Team,,38.4,343.0,0.6,55,8.9,65.8,1396.3,0.6,69,21.2,7086.5
,League Total,,1074,9605,16,103,8.9,1842,39096,16,102,21.2,198421
,Avg Tm/G,,2.4,21.4,0.0,,8.9,4.1,87.3,0.0,,21.2,442.9
