Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%
Miami Dolphins,430.0,6324.0,1011.0,6.3,37.0,14.0,351.0,392.0,645.0,4779.0,46.0,23.0,7.2,250.0,349.0,1545.0,9.0,4.4,84.0,72.0,609.0,17.0,0.0,0.0
New England Patriots,412.0,5327.0,1073.0,5.0,24.0,11.0,314.0,340.0,557.0,3954.0,29.0,13.0,6.5,202.0,469.0,1373.0,10.0,2.9,77.0,87.0,672.0,35.0,0.0,0.0
Cincinnati Bengals,409.0,6490.0,1046.0,6.2,36.0,16.0,348.0,287.0,497.0,3957.0,25.0,20.0,7.5,183.0,521.0,2533.0,24.0,4.9,134.0,111.0,847.0,31.0,0.0,0.0
Minnesota Vikings,398.0,5651.0,1024.0,5.5,29.0,14.0,321.0,290.0,519.0,3913.0,31.0,15.0,7.0,186.0,461.0,1738.0,14.0,3.8,114.0,96.0,890.0,21.0,0.0,0.0
Cleveland Browns,391.0,5394.0,1047.0,5.2,24.0,13.0,302.0,315.0,538.0,3744.0,18.0,11.0,6.5,175.0,470.0,1650.0,20.0,3.5,102.0,101.0,807.0,25.0,0.0,0.0
Denver Broncos,378.0,5216.0,1042.0,5.0,29.0,13.0,319.0,306.0,549.0,3538.0,22.0,16.0,6.0,184.0,455.0,1678.0,17.0,3.7,94.0,104.0,910.0,41.0,0.0,0.0
San Francisco 49ers,374.0,6082.0,1118.0,5.4,29.0,9.0,346.0,353.0,582.0,4096.0,21.0,20.0,6.7,213.0,510.0,1986.0,16.0,3.9,114.0,95.0,691.0,19.0,0.0,0.0
New York Giants,371.0,5378.0,1076.0,5.0,32.0,10.0,324.0,260.0,472.0,3133.0,22.0,22.0,6.0,171.0,558.0,2245.0,18.0,4.0,127.0,96.0,738.0,26.0,0.0,0.0
Washington Redskins,368.0,5601.0,1044.0,5.4,32.0,10.0,312.0,276.0,542.0,3869.0,22.0,22.0,6.8,177.0,474.0,1732.0,23.0,3.7,112.0,94.0,860.0,23.0,0.0,0.0
Seattle Seahawks,366.0,5409.0,1005.0,5.4,27.0,13.0,291.0,268.0,453.0,3109.0,24.0,14.0,6.3,158.0,513.0,2300.0,15.0,4.5,123.0,98.0,813.0,10.0,0.0,0.0
New York Jets,364.0,5375.0,1072.0,5.0,37.0,16.0,319.0,334.0,537.0,3646.0,27.0,21.0,6.3,191.0,490.0,1729.0,16.0,3.5,104.0,131.0,981.0,24.0,0.0,0.0
Kansas City Chiefs,358.0,4218.0,1003.0,4.2,35.0,17.0,264.0,257.0,521.0,2750.0,23.0,18.0,4.8,152.0,432.0,1468.0,10.0,3.4,83.0,97.0,829.0,29.0,0.0,0.0
Chicago Bears,352.0,5459.0,1045.0,5.2,47.0,22.0,305.0,208.0,415.0,2759.0,12.0,25.0,6.3,118.0,606.0,2700.0,21.0,4.5,166.0,98.0,765.0,21.0,0.0,0.0
Dallas Cowboys,346.0,5474.0,1054.0,5.2,41.0,17.0,325.0,319.0,547.0,3505.0,21.0,24.0,5.8,199.0,447.0,1969.0,21.0,4.4,98.0,112.0,936.0,28.0,0.0,0.0
San Diego Chargers,335.0,5356.0,1107.0,4.8,49.0,16.0,334.0,339.0,604.0,3780.0,21.0,33.0,5.9,212.0,471.0,1576.0,19.0,3.3,98.0,119.0,977.0,24.0,0.0,0.0
Los Angeles Raiders,323.0,5299.0,1069.0,5.0,49.0,24.0,302.0,281.0,530.0,3509.0,27.0,25.0,5.9,186.0,475.0,1790.0,6.0,3.8,97.0,114.0,951.0,19.0,0.0,0.0
Los Angeles Rams,309.0,4653.0,1008.0,4.6,37.0,22.0,269.0,194.0,403.0,2196.0,15.0,15.0,5.1,105.0,578.0,2457.0,16.0,4.3,139.0,84.0,603.0,25.0,0.0,0.0
Pittsburgh Steelers,307.0,4811.0,1075.0,4.5,36.0,16.0,292.0,238.0,491.0,2588.0,16.0,20.0,5.1,140.0,564.0,2223.0,18.0,3.9,125.0,104.0,853.0,27.0,0.0,0.0
New Orleans Saints,288.0,4742.0,957.0,5.0,43.0,18.0,275.0,232.0,425.0,2668.0,13.0,25.0,5.9,137.0,505.0,2074.0,15.0,4.1,109.0,109.0,855.0,29.0,0.0,0.0
Buffalo Bills,287.0,5017.0,963.0,5.2,39.0,20.0,291.0,294.0,499.0,3363.0,22.0,19.0,6.2,152.0,419.0,1654.0,9.0,3.9,101.0,121.0,878.0,38.0,0.0,0.0
Atlanta Falcons,280.0,5106.0,1086.0,4.7,33.0,16.0,305.0,246.0,452.0,2582.0,14.0,17.0,5.1,137.0,578.0,2524.0,12.0,4.4,149.0,99.0,763.0,19.0,0.0,0.0
Detroit Lions,277.0,4555.0,1009.0,4.5,37.0,17.0,287.0,286.0,500.0,2784.0,18.0,20.0,5.2,156.0,470.0,1771.0,13.0,3.8,100.0,84.0,658.0,31.0,0.0,0.0
Houston Oilers,274.0,5149.0,1089.0,4.7,43.0,12.0,299.0,288.0,551.0,3449.0,14.0,31.0,5.8,179.0,490.0,1700.0,13.0,3.5,101.0,121.0,1018.0,19.0,0.0,0.0
Philadelphia Eagles,256.0,4542.0,1117.0,4.1,27.0,10.0,287.0,268.0,514.0,2540.0,19.0,17.0,4.1,150.0,499.0,2002.0,8.0,4.0,113.0,102.0,901.0,24.0,0.0,0.0
Green Bay Packers,254.0,5061.0,1026.0,4.9,45.0,18.0,286.0,305.0,565.0,3447.0,18.0,27.0,5.7,172.0,424.0,1614.0,8.0,3.8,96.0,128.0,949.0,18.0,0.0,0.0
Tampa Bay Buccaneers,239.0,4361.0,970.0,4.5,42.0,17.0,273.0,245.0,459.0,2498.0,13.0,25.0,4.9,142.0,455.0,1863.0,12.0,4.1,100.0,83.0,661.0,31.0,0.0,0.0
Indianapolis Colts,229.0,4700.0,1046.0,4.5,44.0,20.0,278.0,300.0,586.0,3209.0,16.0,24.0,5.0,173.0,407.0,1491.0,10.0,3.7,77.0,99.0,880.0,28.0,0.0,0.0
St. Louis Cardinals,218.0,4503.0,994.0,4.5,29.0,10.0,273.0,293.0,516.0,2716.0,17.0,19.0,4.7,149.0,419.0,1787.0,8.0,4.3,102.0,116.0,932.0,22.0,0.0,0.0
Avg Team,328.3,5187.6,1042.0,5.0,36.1,15.4,303.3,286.2,516.8,3288.6,20.9,20.8,5.9,169.6,482.5,1899.0,14.3,3.9,108.5,102.67857142857143,829.5357142857143,25.1,0.0,0.0
