Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Indianapolis Colts,16,23,22,1,,,1,,,,,46,46,17,23,1,381,23.8
2,Phoenix Cardinals,16,27,12,,1,2,1,,,,,41,43,15,23,,344,21.5
3,Tampa Bay Buccaneers,16,21,15,1,,3,1,,,,,40,41,25,35,2,365,22.8
4,New England Patriots,16,5,25,1,,1,,,,,,30,31,29,42,1,305,19.1
5,Los Angeles Rams,16,19,25,,,2,1,,,,,46,47,20,28,1,390,24.4
6,Cincinnati Bengals,16,20,26,2,,2,3,,,,,49,52,22,31,1,435,27.2
7,Green Bay Packers,16,10,20,1,,3,1,,,,,34,35,23,31,,313,19.6
8,San Diego Chargers,16,15,22,,,,1,1,,,,37,38,23,29,1,342,21.4
9,Seattle Seahawks,16,4,18,,,1,2,,,,,25,25,28,32,1,261,16.3
10,New York Giants,16,11,17,1,,1,,,,,,30,30,29,30,,297,18.6
11,Philadelphia Eagles,16,4,16,1,,1,2,,,,,23,24,25,33,1,244,15.3
12,Pittsburgh Steelers,16,14,21,,,1,2,,,,,38,38,26,41,,344,21.5
13,Cleveland Browns,16,12,20,,,,1,,,,,32,33,22,30,1,298,18.6
14,Los Angeles Raiders,16,13,18,,1,2,2,,,,,33,36,16,28,,297,18.6
15,Chicago Bears,16,9,19,,,1,,,,,,29,29,22,30,,269,16.8
16,Minnesota Vikings,16,17,16,,,1,1,,,,,34,35,20,29,1,306,19.1
17,Denver Broncos,16,8,12,,,2,,,,,,22,22,27,33,,235,14.7
18,New York Jets,16,8,21,,1,1,,,,,,29,30,26,38,,293,18.3
19,Kansas City Chiefs,16,8,17,,,,2,,,,,25,27,21,28,1,252,15.8
20,Detroit Lions,16,16,16,1,,,1,,,,,34,34,19,28,,295,18.4
21,New Orleans Saints,16,6,12,,2,1,2,,,,,22,23,17,21,,211,13.2
22,Dallas Cowboys,16,11,17,,1,,2,1,,,,31,32,29,39,,310,19.4
23,Miami Dolphins,16,17,18,,,2,2,1,,,,40,40,23,33,,349,21.8
24,Atlanta Falcons,16,13,28,,1,,1,,,,,41,43,13,26,,338,21.1
25,Houston Oilers,16,8,17,,,,,1,,,,26,26,23,29,,251,15.7
26,San Francisco 49ers,16,8,16,,1,,,,,,,23,25,22,25,,239,14.9
27,Buffalo Bills,16,20,12,,,,2,,,,,33,34,27,35,,318,19.9
28,Washington Redskins,16,11,13,,,1,1,,,,,26,26,14,18,,224,14.0
,Avg Team,,12.8,18.3,0.3,0.3,0.9,1.1,0.2,,,0.0,32.8,33.6,22.3,30.3,0.4,303.8,19.0
,League Total,,358,511,9,8,26,32,5,949,,0,919,941,623,848,12,8506,
,Avg Tm/G,,0.80,1.14,0.02,0.02,0.06,0.07,0.01,2.12,,0.00,2.05,2.10,1.39,1.89,0.03,19.0,
