Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Chicago Bears,16,9,23,,,2,1,1,,,,35,35,26,36,1,331,20.7
2,Washington Redskins,16,7,17,1,1,3,1,,,2,,28,28,17,20,1,265,16.6
3,San Francisco 49ers,16,22,27,,,1,4,,,1,,51,51,25,29,,452,28.3
4,Jacksonville Jaguars,16,7,18,2,,3,1,,,2,,27,28,21,28,,280,17.5
5,Miami Dolphins,16,12,20,,1,1,8,,,,,42,42,20,28,,354,22.1
6,Cleveland Browns,16,22,17,,1,3,2,,,1,,44,44,24,28,1,390,24.4
7,Arizona Cardinals,16,12,18,1,1,1,1,1,,4,,29,30,25,26,,322,20.1
8,Dallas Cowboys,16,14,31,,,,4,,,2,,44,45,21,23,,405,25.3
9,Detroit Lions,16,10,29,,,1,2,1,,1,,37,38,17,20,1,350,21.9
10,Tampa Bay Buccaneers,16,8,21,,1,1,4,,,,,34,35,20,31,,304,19.0
11,New York Giants,16,13,28,,,,,,,2,,37,37,20,25,,347,21.7
12,Houston Texans,16,4,32,,1,1,1,,,,,37,37,22,29,1,339,21.2
13,Baltimore Ravens,16,9,14,,2,2,,,,1,,24,24,26,31,1,268,16.8
14,St. Louis Rams,16,13,24,1,1,3,1,,,1,,39,39,31,36,,392,24.5
15,Oakland Raiders,16,21,30,,,2,3,,,1,,53,54,17,25,,442,27.6
16,New York Jets,16,8,21,,1,,,,,1,,29,29,16,19,1,261,16.3
17,Atlanta Falcons,16,20,19,,1,1,,,,1,,39,39,16,18,1,337,21.1
18,Tennessee Titans,16,18,29,1,,1,2,1,,1,,50,50,23,28,3,439,27.4
19,New Orleans Saints,16,16,24,1,,2,1,,,2,,42,42,31,35,1,405,25.3
20,Carolina Panthers,16,19,18,,,,3,,,,,39,39,20,28,,339,21.2
21,Seattle Seahawks,16,17,24,,,,1,,,,,38,39,27,32,1,373,23.3
22,Pittsburgh Steelers,16,8,14,,1,,3,,,1,,24,24,23,27,,251,15.7
23,Cincinnati Bengals,16,11,23,,,2,4,1,,,,40,40,28,31,1,372,23.3
24,Denver Broncos,16,16,17,,1,,1,,,,,31,32,21,26,,304,19.0
25,Philadelphia Eagles,16,13,16,,,,1,,,1,,27,27,17,24,,260,16.3
26,Buffalo Bills,16,6,20,,,2,1,,,1,,27,27,27,32,,284,17.8
27,Minnesota Vikings,16,15,30,,1,,,,,1,,43,43,24,27,1,395,24.7
28,Green Bay Packers,16,12,33,,,1,1,,,,,47,47,17,25,,380,23.8
29,New England Patriots,16,9,18,1,1,1,1,,,3,,23,23,15,18,,260,16.3
30,San Diego Chargers,16,15,19,,2,,,,,2,,33,34,20,27,,313,19.6
31,Kansas City Chiefs,16,18,32,2,,,1,,,2,,50,51,21,27,,435,27.2
32,Indianapolis Colts,16,12,26,1,,,,,,3,,36,36,25,31,,351,21.9
,Avg Team,,13.0,22.9,0.3,0.5,1.1,1.7,0.2,,1.2,2.3,36.8,37.2,22.0,27.2,0.5,343.8,21.5
,League Total,,416,732,11,17,34,53,5,1268,37,73,1179,1189,703,870,15,11000,
,Avg Tm/G,,0.81,1.43,0.02,0.03,0.07,0.10,0.01,2.48,0.07,0.14,2.30,2.32,1.37,1.70,0.03,21.5,
