Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Arizona Cardinals,16,17,29,2,,2,4,1,,,,53,53,21,28,3,452,28.3
2,New York Giants,16,12,25,2,,1,2,1,,1,,41,42,28,37,1,387,24.2
3,Buffalo Bills,16,11,18,,,,1,,,2,,26,26,23,31,,279,17.4
4,Cleveland Browns,16,14,13,,,,4,,,,,31,31,35,43,,322,20.1
5,Houston Texans,16,15,22,1,,1,3,,,,,40,40,28,35,2,380,23.8
6,Oakland Raiders,16,21,21,,,,,,,4,,35,36,28,34,,379,23.7
7,Detroit Lions,16,14,26,1,1,1,4,,,,,46,46,17,24,,379,23.7
8,Jacksonville Jaguars,16,12,23,,,1,1,,,1,,33,34,24,27,1,331,20.7
9,New York Jets,16,17,14,1,,,2,,,1,,33,33,20,27,,299,18.7
10,Chicago Bears,16,13,20,,1,,2,,,3,,31,33,31,38,,346,21.6
11,Washington Redskins,16,20,23,,,,2,,,,,45,45,19,31,,372,23.3
12,Dallas Cowboys,16,7,18,,,2,1,,,2,,23,26,21,23,1,260,16.3
13,Atlanta Falcons,16,21,28,1,,,1,,,2,,47,48,19,25,4,422,26.4
14,Pittsburgh Steelers,16,14,20,,1,,3,,,1,,32,35,21,24,1,327,20.4
15,Tampa Bay Buccaneers,16,6,16,,,1,4,,,,,27,27,25,34,,264,16.5
16,Miami Dolphins,16,11,12,,,,3,,,,,23,23,26,31,2,261,16.3
17,San Diego Chargers,16,12,36,2,1,1,1,,,,,52,53,23,26,1,441,27.6
18,Carolina Panthers,16,10,19,1,,3,2,,,,,31,32,21,32,,304,19.0
19,New Orleans Saints,16,12,20,,2,1,1,,,,,35,35,25,31,,326,20.4
20,Cincinnati Bengals,16,18,23,,,,2,,,2,,38,38,28,33,,384,24.0
21,New England Patriots,16,10,11,1,,,1,,,1,,21,21,25,35,1,238,14.9
22,Philadelphia Eagles,16,13,17,,1,,1,,,1,,27,28,22,30,,287,17.9
23,Denver Broncos,16,11,17,1,,1,2,,,2,,28,29,25,28,1,301,18.8
24,San Francisco 49ers,16,13,25,1,,1,1,,,,,40,40,17,26,,337,21.1
25,Baltimore Ravens,16,6,19,,1,2,,,,1,,27,27,28,31,,281,17.6
26,Seattle Seahawks,16,9,24,,,,1,2,,1,,34,35,25,31,,327,20.4
27,Minnesota Vikings,16,22,17,,,2,1,,,1,,36,36,21,26,,353,22.1
28,Tennessee Titans,16,10,20,1,,1,3,,,,,34,34,26,30,1,324,20.3
29,Green Bay Packers,16,10,18,,1,,2,,,1,,29,29,30,33,,307,19.2
30,St. Louis Rams,16,9,23,2,2,2,1,,,,,35,36,19,24,1,328,20.5
31,Indianapolis Colts,16,19,18,,2,1,1,,,2,,38,38,16,21,,336,21.0
32,Kansas City Chiefs,16,18,19,1,,,1,,,,,39,39,19,25,1,332,20.8
,Avg Team,,13.3,20.4,0.6,0.4,0.8,1.8,0.1,,0.9,1.9,34.7,35.3,23.6,29.8,0.7,333.3,20.8
,League Total,,427,654,18,13,24,58,4,1198,29,60,1110,1128,756,954,21,10666,
,Avg Tm/G,,0.83,1.28,0.04,0.03,0.05,0.11,0.01,2.34,0.06,0.12,2.17,2.20,1.48,1.86,0.04,20.8,
