Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Houston Oilers,16,17,18,1,,1,,,,2,,34,35,30,31,1,352,22.0
2,Arizona Cardinals,16,7,19,,1,1,3,,,1,,28,29,15,24,3,267,16.7
3,Tampa Bay Buccaneers,16,13,25,,,,2,,,2,,38,38,23,26,,351,21.9
4,New York Jets,16,17,19,,,,1,,,2,,31,32,21,27,,320,20.0
5,Chicago Bears,16,10,16,,1,1,3,,,3,,25,26,30,41,,307,19.2
6,Cincinnati Bengals,16,16,22,2,2,1,2,,,1,,41,41,31,35,,406,25.4
7,New York Giants,16,11,16,,,1,3,,,,,30,30,29,34,1,305,19.1
8,Los Angeles Rams,16,12,23,3,2,,2,,,3,,38,38,23,29,,365,22.8
9,Seattle Seahawks,16,15,15,1,,1,2,,,4,,28,28,27,33,1,323,20.2
10,Los Angeles Raiders,16,11,24,1,,1,1,,,,,34,35,21,29,1,327,20.4
11,Indianapolis Colts,16,8,24,,,,2,,,2,,29,29,27,34,1,320,20.0
12,Philadelphia Eagles,16,11,20,1,,,1,,,4,,27,28,25,26,,308,19.3
13,Pittsburgh Steelers,16,7,12,,2,1,1,,,1,,22,22,24,29,,234,14.6
14,Atlanta Falcons,16,16,26,,,1,1,,,1,,39,40,26,33,1,385,24.1
15,Kansas City Chiefs,16,11,23,,,,,,,2,,30,30,18,23,,298,18.6
16,Washington Redskins,16,24,22,1,1,,4,,,1,,47,47,17,28,,412,25.8
17,Buffalo Bills,16,10,26,,,2,2,,,2,,34,36,26,30,,356,22.3
18,Cleveland Browns,16,9,13,,,,,,,1,,19,19,17,26,,204,12.8
19,Denver Broncos,16,12,28,,,,3,,,5,,35,35,31,37,,396,24.8
20,New Orleans Saints,16,10,28,2,,2,3,,,3,,41,41,30,37,,407,25.4
21,New England Patriots,16,11,21,,1,1,2,,,2,,32,33,20,25,,312,19.5
22,Minnesota Vikings,16,9,25,1,1,,1,,,2,,31,31,19,30,,314,19.6
23,Detroit Lions,16,15,21,2,1,,1,,,1,,37,38,21,28,,342,21.4
24,San Diego Chargers,16,11,20,,1,,2,,,3,,30,30,22,27,,306,19.1
25,Green Bay Packers,16,9,20,,1,2,,,,3,,24,24,21,25,1,287,17.9
26,Miami Dolphins,16,14,23,1,2,1,1,,,1,,40,40,11,18,,327,20.4
27,Dallas Cowboys,16,8,19,,,,,,,,,24,24,20,25,1,248,15.5
28,San Francisco 49ers,16,16,15,,,3,1,,,7,,23,23,15,21,2,296,18.5
,Avg Team,,12.1,20.8,0.6,0.6,0.7,1.6,,,2.1,4.0,31.8,32.2,22.9,29.0,0.5,324.1,20.3
,League Total,,340,583,16,16,19,45,1,1020,59,113,891,902,640,811,13,9075,
,Avg Tm/G,,0.76,1.30,0.04,0.04,0.04,0.10,,2.28,0.13,0.25,1.99,2.01,1.43,1.81,0.03,20.3,
