Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Tampa Bay Buccaneers,16,13,17,,,1,3,,,,,32,32,19,27,,293,18.3
2,New Orleans Saints,16,11,22,1,,,,,,2,,32,32,33,42,,339,21.2
3,New York Giants,16,14,15,2,,1,1,,,1,,31,31,22,26,,297,18.6
4,New York Jets,16,19,33,,1,,2,,,1,,51,52,23,28,1,454,28.4
5,Chicago Bears,16,13,21,2,1,,,,,,,35,36,16,23,,305,19.1
6,Dallas Cowboys,16,10,10,,,2,1,,,,,20,20,28,32,1,250,15.6
7,Kansas City Chiefs,16,11,19,1,,1,,,,1,,29,29,25,36,1,300,18.8
8,Minnesota Vikings,16,15,18,,,,3,,,1,,33,33,20,30,2,315,19.7
9,Arizona Cardinals,16,18,21,1,1,2,,1,,1,,41,43,30,37,,397,24.8
10,Detroit Lions,16,12,28,1,,,2,,,1,,40,41,20,25,1,368,23.0
11,St. Louis Rams,16,22,23,,2,2,1,,,1,,46,47,19,27,2,409,25.6
12,Atlanta Falcons,16,18,26,1,1,,2,,,1,,43,43,42,44,1,461,28.8
13,San Diego Chargers,16,10,28,1,,2,2,,,,,40,40,26,33,,376,23.5
14,Seattle Seahawks,16,15,25,,,,,,,3,,35,35,31,34,1,376,23.5
15,Indianapolis Colts,16,12,25,,,1,,,,1,,33,34,23,28,1,334,20.9
16,Buffalo Bills,16,12,11,1,,,4,,,1,,25,26,23,36,1,266,16.6
17,Jacksonville Jaguars,16,9,24,,,1,3,,,1,,33,35,26,34,,335,20.9
18,Miami Dolphins,16,10,29,,,1,1,,,1,,38,39,13,17,,325,20.3
19,Oakland Raiders,16,7,22,,,1,1,,,2,,26,26,25,34,1,293,18.3
20,Pittsburgh Steelers,16,7,17,,1,,2,,,,,26,26,21,26,3,257,16.1
21,Houston Oilers,16,5,24,,,2,3,1,,1,,32,32,25,33,,319,19.9
22,Philadelphia Eagles,16,12,18,1,,,3,1,,3,,30,32,31,36,1,341,21.3
23,Washington Redskins,16,20,12,,,,,,,1,,31,31,27,38,,312,19.5
24,Carolina Panthers,16,6,17,,,,1,,,,,23,24,17,20,,218,13.6
25,Baltimore Ravens,16,18,27,,,1,3,1,,7,,41,41,28,31,1,441,27.6
26,Cincinnati Bengals,16,15,22,,1,2,1,1,,1,,40,40,25,30,,369,23.1
27,Denver Broncos,16,5,22,1,1,2,,,,2,,25,25,20,23,,275,17.2
28,San Francisco 49ers,16,4,21,,,,,,,4,,21,21,26,29,,257,16.1
29,New England Patriots,16,14,17,,,2,1,,,5,,28,28,23,29,1,313,19.6
30,Green Bay Packers,16,7,12,,,,,,,1,,17,17,25,27,1,210,13.1
,Avg Team,,12.1,20.9,0.4,0.3,0.9,1.4,0.1,,1.5,3.0,32.6,33.0,24.4,30.5,0.7,326.8,20.4
,League Total,,364,626,13,9,27,41,4,1084,44,91,977,991,732,915,20,9805,
,Avg Tm/G,,0.76,1.30,0.03,0.02,0.06,0.09,0.01,2.26,0.09,0.19,2.04,2.06,1.53,1.91,0.04,20.4,
