Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Atlanta Falcons,15,24,26,1,1,,2,,,,,51,54,19,30,2,436,29.1
2,San Diego Chargers,15,14,19,1,1,1,1,,,,,36,37,19,29,1,317,21.1
3,Green Bay Packers,15,15,14,,,,1,1,,,,29,31,27,36,2,300,20.0
4,Detroit Lions,15,18,23,,,,2,,,,,42,43,28,34,,384,25.6
5,Buffalo Bills,15,11,25,,,1,,,,,,36,37,15,20,1,305,20.3
6,Kansas City Chiefs,15,16,25,,1,3,,,,,,44,45,24,35,1,388,25.9
7,New York Giants,15,14,17,2,,,1,1,,,,33,35,23,34,,312,20.8
8,Pittsburgh Steelers,15,8,22,,,3,1,,,,,31,34,20,26,2,299,19.9
9,Cincinnati Bengals,15,15,24,,,,2,2,,,,43,43,23,26,,370,24.7
10,Tampa Bay Buccaneers,15,18,23,1,,2,,,,,,42,44,18,30,,360,24.0
11,Indianapolis Colts,15,6,19,,,1,1,1,,,,25,28,15,26,,238,15.9
12,Los Angeles Raiders,15,12,18,,,,2,1,,,,31,33,20,29,,289,19.3
13,Los Angeles Rams,15,8,31,,,2,1,1,,,,40,43,21,24,,361,24.1
14,New England Patriots,15,13,17,,,2,2,,,,,33,33,18,27,1,293,19.5
15,New York Jets,15,15,27,,,1,,,,,,42,43,20,29,,360,24.0
16,Minnesota Vikings,15,9,24,,,1,3,1,,,,35,38,24,31,,335,22.3
17,Philadelphia Eagles,15,16,29,,,1,,1,,,,44,46,18,29,,380,25.3
18,Dallas Cowboys,15,19,21,1,,1,,,,,,39,41,19,29,,348,23.2
19,Houston Oilers,15,10,25,,,,1,1,,,,35,37,30,36,1,349,23.3
20,Chicago Bears,15,5,24,1,,1,1,1,,,,30,33,18,31,,282,18.8
21,Miami Dolphins,15,18,21,,,1,2,,,,,41,41,14,22,,335,22.3
22,St. Louis Cardinals,15,16,30,1,,1,,,,,,45,48,11,18,1,368,24.5
23,Seattle Seahawks,15,14,20,1,1,,,,,,,35,36,21,26,,314,20.9
24,Washington Redskins,15,10,19,,1,2,1,,,,,30,33,19,28,,285,19.0
25,Denver Broncos,15,16,15,2,,,2,,,,,32,35,14,21,2,288,19.2
26,Cleveland Browns,15,7,15,,,2,2,,,,,26,26,17,25,3,239,15.9
27,New Orleans Saints,15,6,25,,,3,1,,,,,35,35,12,18,1,283,18.9
28,San Francisco 49ers,15,8,13,,1,2,,2,,,,25,26,24,35,,253,16.9
,Avg Team,,12.9,21.8,0.4,0.2,1.0,1.0,0.6,,,0.0,36.1,37.2,19.7,28.0,0.6,324.0,21.6
,League Total,,361,611,11,6,28,29,16,1062,,0,1010,1041,551,784,18,9071,
,Avg Tm/G,,0.86,1.45,0.03,0.01,0.07,0.07,0.04,2.53,,0.00,2.40,2.48,1.31,1.87,0.04,21.6,
