Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,St. Louis Cardinals,16,17,21,,,,2,,,,,37,40,24,32,1,351,21.9
2,Indianapolis Colts,16,14,28,1,,2,2,,,,,46,47,24,35,,400,25.0
3,Tampa Bay Buccaneers,16,31,23,3,1,,1,,,,,56,58,21,30,,473,29.6
4,Green Bay Packers,16,16,31,,,1,3,1,,,,48,52,18,25,2,418,26.1
5,Philadelphia Eagles,16,14,21,2,,,1,1,,,,37,39,13,26,1,312,19.5
6,Houston Oilers,16,13,25,,,,1,,,,,38,38,19,29,,329,20.6
7,Detroit Lions,16,15,14,2,,3,2,,,,,36,36,24,35,1,326,20.4
8,Atlanta Falcons,16,10,19,3,,,1,1,,,,31,34,15,26,,280,17.5
9,Buffalo Bills,16,18,21,,,1,,,,,,38,40,22,33,2,348,21.8
10,New Orleans Saints,16,11,21,,,1,,1,,,,32,34,17,27,,287,17.9
11,Pittsburgh Steelers,16,10,22,,3,1,2,1,,,,36,38,22,39,,336,21.0
12,Los Angeles Rams,16,9,17,,,1,,1,,,,27,27,24,31,,267,16.7
13,Los Angeles Raiders,16,19,21,1,,1,1,,,,,40,42,16,21,,346,21.6
14,San Diego Chargers,16,14,27,1,,2,2,1,,,,45,46,23,31,,396,24.8
15,Dallas Cowboys,16,17,21,,,1,2,,,,,39,41,16,30,2,337,21.1
16,Chicago Bears,16,4,12,,,3,1,,,,,19,20,16,22,,187,11.7
17,Kansas City Chiefs,16,13,21,1,,2,1,,,,,36,38,20,31,1,326,20.4
18,New York Jets,16,12,35,,,,1,,,,,48,48,16,27,1,386,24.1
19,Seattle Seahawks,16,12,20,,,1,1,,,,,32,34,19,28,,293,18.3
20,Washington Redskins,16,14,21,,,,,,,,,35,35,17,24,,296,18.5
21,New York Giants,16,10,15,,,,1,,,,,26,26,18,25,,236,14.8
22,San Francisco 49ers,16,8,18,,1,1,,1,,,,28,29,15,25,,247,15.4
23,Denver Broncos,16,13,21,,,,2,,,,,35,36,24,32,2,327,20.4
24,Cleveland Browns,16,12,21,,1,1,1,,,,,34,36,20,29,,310,19.4
25,Minnesota Vikings,16,10,16,,,1,,1,,,,24,27,27,33,,273,17.1
26,Cincinnati Bengals,16,23,17,,1,6,,,,,,44,47,22,30,1,394,24.6
27,New England Patriots,16,19,15,,,1,,,,,,34,35,21,28,,307,19.2
28,Miami Dolphins,16,23,22,,,1,1,,,,,45,46,26,31,,405,25.3
,Avg Team,,14.3,20.9,0.5,0.3,0.9,1.0,0.6,,,0.0,36.6,37.8,20.0,29.1,0.5,328.3,20.5
,League Total,,401,586,14,7,24,29,16,1077,,0,1026,1059,559,815,14,9193,
,Avg Tm/G,,0.90,1.31,0.03,0.02,0.05,0.06,0.04,2.40,,0.00,2.29,2.36,1.25,1.82,0.03,20.5,
