Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Cleveland Browns,16,11,19,,,1,,,,,,31,31,28,35,,301,18.8
2,New Orleans Saints,16,16,20,,,3,3,1,,,,43,43,31,39,2,398,24.9
3,San Francisco 49ers,16,19,28,,,,1,1,,2,,43,44,29,36,,428,26.8
4,New York Jets,16,19,17,,,1,1,,,,,37,37,30,35,,355,22.2
5,Detroit Lions,16,15,19,2,1,,2,,,1,,37,37,24,30,,345,21.6
6,Chicago Bears,16,9,10,1,,,,,,,,19,20,21,29,,202,12.6
7,Houston Texans,16,21,24,1,,1,3,,,,,47,47,28,32,,431,26.9
8,Baltimore Ravens,16,8,18,1,,,3,,,1,,28,29,29,31,1,299,18.7
9,Buffalo Bills,16,22,19,,1,,2,,,,,44,44,19,25,1,367,22.9
10,Oakland Raiders,16,18,18,,,,4,,,1,,34,37,35,38,1,383,23.9
11,Green Bay Packers,16,10,22,,,2,3,,,1,,33,35,29,34,,344,21.5
12,Tennessee Titans,16,12,33,,,2,4,,,2,,48,49,21,27,,421,26.3
13,Tampa Bay Buccaneers,16,10,15,,1,,2,,,1,,26,27,26,33,,274,17.1
14,Minnesota Vikings,16,14,23,,,,,,,1,,34,34,28,33,1,344,21.5
15,Philadelphia Eagles,16,15,24,,1,2,4,,,,,46,46,22,27,,388,24.3
16,Arizona Cardinals,16,22,17,1,3,2,1,,,1,,44,45,21,24,1,387,24.2
17,Miami Dolphins,16,11,23,,,1,,,,1,,31,32,24,24,1,317,19.8
18,Dallas Cowboys,16,13,18,,,2,2,,,,,35,35,21,27,,308,19.3
19,Atlanta Falcons,16,18,18,,,2,,,,,,38,38,25,30,,341,21.3
20,Washington Redskins,16,15,15,,,1,1,,,2,,29,29,22,31,1,293,18.3
21,Jacksonville Jaguars,16,4,22,1,,2,,1,,,,29,30,20,27,,269,16.8
22,St. Louis Rams,16,22,26,1,,1,,,,1,,49,49,26,33,,429,26.8
23,New England Patriots,16,11,25,,,,2,,,1,,34,34,24,30,1,338,21.1
24,Pittsburgh Steelers,16,10,15,,,,1,1,,,,24,25,24,30,,258,16.1
25,Carolina Panthers,16,9,15,,,,3,,,3,,22,22,23,27,,259,16.2
26,Denver Broncos,16,10,20,,,1,,,,,,30,30,14,18,,258,16.1
27,Kansas City Chiefs,16,11,25,,1,,1,,,2,,33,33,20,26,,325,20.3
28,San Diego Chargers,16,14,20,,,,1,1,,,,34,35,20,29,1,312,19.5
29,Cincinnati Bengals,16,16,21,,1,,1,,,2,,37,37,25,28,,350,21.9
30,New York Giants,16,12,20,1,1,,2,,,,,35,35,21,30,,314,19.6
31,Indianapolis Colts,16,9,17,,1,,,,,2,,24,24,19,27,,247,15.4
32,Seattle Seahawks,16,5,18,,1,,,,,2,,21,21,34,42,,271,16.9
,Avg Team,,13.5,20.1,0.3,0.4,0.7,1.5,0.2,,0.8,1.5,34.3,34.8,24.5,30.2,0.3,329.9,20.6
,League Total,,431,644,9,12,23,47,6,1172,27,47,1099,1114,783,967,11,10556,
,Avg Tm/G,,0.84,1.26,0.02,0.02,0.04,0.09,0.01,2.29,0.05,0.09,2.15,2.18,1.53,1.89,0.02,20.6,
