Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Houston Texans,16,14,23,,1,1,1,,,1,,38,38,24,34,2,356,22.3
2,Dallas Cowboys,16,10,22,,,2,1,,,,,34,35,27,38,2,329,20.6
3,Carolina Panthers,16,12,18,,,2,1,,,,,32,33,24,29,,302,18.9
4,Arizona Cardinals,16,17,29,3,,,1,,,,,49,49,22,29,1,417,26.1
5,Cincinnati Bengals,16,16,30,3,1,1,3,1,,2,,51,52,23,31,1,456,28.5
6,Chicago Bears,16,13,24,,,,1,,,2,,34,34,37,44,1,379,23.7
7,Detroit Lions,16,19,27,,,1,5,,,2,,48,49,29,33,,451,28.2
8,Washington Redskins,16,14,19,1,1,1,2,1,,1,,36,36,31,34,,365,22.8
9,St. Louis Rams,16,15,15,1,2,4,5,,,,,39,39,26,30,,369,23.1
10,Baltimore Ravens,16,17,16,2,1,1,1,,,2,,31,32,29,33,2,354,22.1
11,New York Giants,16,12,17,,,,1,,,5,,24,24,21,31,1,279,17.4
12,Jacksonville Jaguars,16,14,19,,,,2,,,2,,32,32,23,34,,315,19.7
13,San Diego Chargers,16,15,26,1,,,1,,,1,,42,42,21,31,1,367,22.9
14,Cleveland Browns,16,12,20,1,,,1,,,,,32,32,28,37,,320,20.0
15,Tampa Bay Buccaneers,16,8,10,,,,3,,,,,19,19,17,23,,196,12.3
16,Indianapolis Colts,16,16,19,,,1,,,,1,,32,34,21,26,,313,19.6
17,Seattle Seahawks,16,18,21,1,2,,1,,,3,,39,39,22,26,,369,23.1
18,New York Jets,16,17,17,,1,1,1,,,1,,34,35,26,31,,336,21.0
19,Tennessee Titans,16,7,27,2,,,2,1,,3,,36,36,14,21,,324,20.3
20,San Francisco 49ers,16,14,23,2,1,1,,,,,,39,39,22,30,,351,21.9
21,Miami Dolphins,16,9,20,,,,2,,,2,,27,27,28,30,,301,18.8
22,Buffalo Bills,16,20,24,,2,2,1,,,1,,44,46,19,26,,397,24.8
23,New England Patriots,16,17,23,,,,1,,,,,40,41,20,34,,346,21.6
24,Pittsburgh Steelers,16,16,19,1,1,2,2,,,1,,37,38,20,26,,345,21.6
25,Minnesota Vikings,16,15,33,,2,2,2,1,,2,,45,46,21,28,,442,27.6
26,Denver Broncos,16,21,15,,,,2,1,,1,,33,34,25,32,,344,21.5
27,Green Bay Packers,16,14,24,,,1,,,,2,,36,37,16,22,,328,20.5
28,Atlanta Falcons,16,12,23,,,1,1,,,3,,32,33,18,24,,314,19.6
29,Philadelphia Eagles,16,5,18,2,1,1,,,,2,,24,24,17,21,,241,15.1
30,New Orleans Saints,16,18,25,,,1,1,,,4,,39,40,23,28,1,388,24.3
31,Oakland Raiders,16,14,21,,1,,1,,,,,31,31,17,23,,304,19.0
32,Kansas City Chiefs,16,19,27,,,,,,,3,,39,39,26,32,,399,24.9
,Avg Team,,14.4,21.7,0.7,0.5,0.8,1.4,0.2,,1.5,2.5,35.9,36.4,23.0,29.7,0.4,346.8,21.7
,League Total,,460,694,22,17,26,46,5,1270,47,81,1148,1165,737,951,12,11097,
,Avg Tm/G,,0.90,1.36,0.04,0.03,0.05,0.09,0.01,2.48,0.09,0.16,2.24,2.28,1.44,1.86,0.02,21.7,
