Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%
1,New Orleans Saints,16,271,496,54.6,2691,20,4.0,23,4.6,6.3,5.0,11.5,168.2,68.0,56,437,4.9,3.7,10.1
2,Philadelphia Eagles,16,247,430,57.4,2792,20,4.7,8,1.9,7.1,7.2,12.3,174.5,87.2,36,256,6.0,6.1,7.7
3,Cincinnati Bengals,16,288,502,57.4,2828,17,3.4,23,4.6,6.3,4.9,11.0,176.8,68.3,41,335,5.2,3.9,7.6
4,Houston Oilers,16,252,424,59.4,2845,26,6.1,14,3.3,7.3,7.0,12.3,177.8,88.7,31,250,6.3,6.0,6.8
5,Pittsburgh Steelers,16,238,447,53.2,2899,19,4.3,28,6.3,7.3,5.3,13.7,181.2,64.9,50,361,5.8,4.1,10.1
6,Minnesota Vikings,16,263,478,55.0,2903,23,4.8,25,5.2,6.8,5.4,12.3,181.4,70.3,47,326,5.5,4.3,9.0
7,New York Jets,16,269,463,58.1,2923,22,4.8,22,4.8,7.1,5.9,12.3,182.7,76.2,48,378,5.7,4.6,9.4
8,Miami Dolphins,16,277,480,57.7,3002,19,4.0,26,5.4,7.0,5.4,12.1,187.6,70.0,49,363,5.7,4.2,9.3
9,Cleveland Browns,16,280,469,59.7,3077,22,4.7,22,4.7,7.1,5.9,11.8,192.3,77.4,32,239,6.1,5.0,6.4
10,Kansas City Chiefs,16,261,500,52.2,3111,21,4.2,30,6.0,6.7,4.9,12.9,194.4,62.6,35,250,5.8,4.1,6.5
11,Detroit Lions,16,297,515,57.7,3112,21,4.1,22,4.3,6.6,5.5,11.5,194.5,73.5,43,289,5.6,4.6,7.7
12,Chicago Bears,16,249,490,50.8,3132,15,3.1,21,4.3,7.2,5.9,14.1,195.8,66.7,51,384,5.8,4.6,9.4
13,Los Angeles Raiders,16,282,531,53.1,3162,20,3.8,20,3.8,6.9,5.9,12.9,197.6,71.8,57,484,5.4,4.5,9.7
14,St. Louis Cardinals,16,290,519,55.9,3167,24,4.6,28,5.4,7.0,5.5,12.5,197.9,70.8,59,468,5.5,4.1,10.2
15,San Francisco 49ers,16,322,526,61.2,3253,23,4.4,24,4.6,7.0,5.9,11.5,203.3,78.0,57,448,5.6,4.5,9.8
16,New York Giants,16,283,493,57.4,3261,26,5.3,23,4.7,7.3,6.2,12.7,203.8,78.4,44,323,6.1,5.1,8.2
17,New England Patriots,16,277,514,53.9,3295,19,3.7,17,3.3,6.9,6.2,12.9,205.9,74.4,39,270,6.0,5.3,7.1
18,Buffalo Bills,16,286,480,59.6,3306,22,4.6,13,2.7,7.4,7.1,12.4,206.6,86.6,32,247,6.5,6.2,6.3
19,Tampa Bay Buccaneers,16,300,490,61.2,3315,15,3.1,23,4.7,7.4,5.9,12.1,207.2,74.6,42,309,6.2,4.8,7.9
20,Atlanta Falcons,16,313,493,63.5,3517,28,5.7,15,3.0,7.6,7.3,11.9,219.8,92.8,31,217,6.7,6.5,5.9
21,Baltimore Colts,16,281,488,57.6,3522,31,6.4,20,4.1,7.9,7.3,13.6,220.1,86.9,41,310,6.7,6.1,7.8
22,Los Angeles Rams,16,319,556,57.4,3611,18,3.2,24,4.3,7.0,5.7,12.1,225.7,71.7,33,258,6.1,4.9,5.6
23,Denver Broncos,16,307,552,55.6,3671,18,3.3,27,4.9,7.2,5.7,13.0,229.4,69.0,38,317,6.2,4.8,6.4
24,Green Bay Packers,16,300,518,57.9,3762,20,3.9,19,3.7,7.8,6.9,13.4,235.1,80.4,41,271,6.7,5.9,7.3
25,San Diego Chargers,16,330,544,60.7,3782,28,5.1,16,2.9,7.4,7.2,12.3,236.4,88.6,31,269,6.6,6.3,5.4
26,Seattle Seahawks,16,311,521,59.7,3831,33,6.3,26,5.0,8.0,7.0,13.4,239.4,85.6,43,351,6.8,5.9,7.6
27,Dallas Cowboys,16,299,558,53.6,3928,27,4.8,27,4.8,7.8,6.6,14.6,245.5,75.3,57,437,6.4,5.3,9.3
28,Washington Redskins,16,301,570,52.8,3975,28,4.9,34,6.0,7.7,6.0,14.5,248.4,69.6,51,402,6.4,4.8,8.2
,Avg Team,,285.5,501.7,56.9,3274.0,22.3,4.4,22.1,4.4,7.2,6.1,12.6,204.6,73.1,43.4,330.3,6.01,5.0,8.0
,League Total,,7993,14047,56.9,91673,625,4.4,620,4.4,7.2,6.1,12.6,204.6,73.1,1215,9249,6.01,5.0,8.0
,Avg Tm/G,,17.8,31.4,56.9,204.6,1.4,4.4,1.4,4.4,7.2,6.1,12.6,204.6,73.1,2.7,20.6,6.01,5.0,8.0
