Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%
1,Miami Dolphins,9,119,226,52.7,1027,7,3.1,19,8.4,5.7,2.5,10.8,114.1,44.9,29,254,4.0,1.2,11.4
2,Buffalo Bills,9,114,256,44.5,1300,8,3.1,13,5.1,5.4,3.7,12.1,144.4,50.9,12,82,4.9,3.3,4.5
3,Seattle Seahawks,9,138,246,56.1,1333,4,1.6,13,5.3,6.0,3.9,10.6,148.1,57.1,17,135,5.1,3.1,6.5
4,Tampa Bay Buccaneers,9,145,254,57.1,1384,10,3.9,11,4.3,6.3,5.2,11.1,153.8,71.1,25,224,5.0,3.9,9.0
5,New England Patriots,9,142,267,53.2,1519,9,3.4,12,4.5,6.3,5.0,11.9,168.8,65.3,20,172,5.3,4.0,7.0
6,New York Giants,9,148,244,60.7,1566,10,4.1,12,4.9,7.4,6.0,12.2,174.0,76.7,31,244,5.7,4.5,11.3
7,Washington Redskins,9,146,275,53.1,1614,8,2.9,11,4.0,6.8,5.6,12.8,179.3,67.7,32,256,5.3,4.2,10.4
8,New Orleans Saints,9,149,245,60.8,1633,11,4.5,9,3.7,7.6,6.9,12.5,181.4,84.1,31,231,5.9,5.2,11.2
9,New York Jets,9,159,298,53.4,1646,10,3.4,17,5.7,6.1,4.2,11.4,182.9,59.4,20,171,5.2,3.4,6.3
10,Kansas City Chiefs,9,155,262,59.2,1667,12,4.6,12,4.6,6.8,5.7,11.5,185.2,76.0,15,120,6.0,4.9,5.4
11,Dallas Cowboys,9,152,289,52.6,1742,10,3.5,15,5.2,6.9,5.3,13.2,193.6,64.7,32,260,5.4,3.9,10.0
12,Green Bay Packers,9,177,327,54.1,1775,9,2.8,12,3.7,6.0,4.9,11.0,197.2,65.9,20,175,5.1,4.1,5.8
13,Atlanta Falcons,9,157,280,56.1,1804,12,4.3,10,3.6,6.9,6.2,12.4,200.4,77.2,18,141,6.1,5.3,6.0
14,Cleveland Browns,9,144,266,54.1,1822,9,3.4,17,6.4,7.4,5.2,13.7,202.4,62.7,22,145,6.3,4.3,7.6
15,Baltimore Colts,9,138,246,56.1,1823,18,7.3,5,2.0,7.8,8.4,13.9,202.6,97.3,11,97,7.1,7.6,4.3
16,San Francisco 49ers,9,158,278,56.8,1836,14,5.0,9,3.2,7.0,6.6,12.3,204.0,82.0,15,113,6.3,5.8,5.1
17,St. Louis Cardinals,9,174,291,59.8,1853,16,5.5,6,2.1,7.0,7.2,11.7,205.9,90.8,23,182,5.9,6.1,7.3
18,Detroit Lions,9,155,288,53.8,1868,11,3.8,18,6.3,7.3,5.2,13.5,207.6,64.0,32,230,5.8,4.0,10.0
19,Minnesota Vikings,9,157,292,53.8,1875,11,3.8,12,4.1,7.2,6.1,13.4,208.3,72.4,30,231,5.8,4.8,9.3
20,Philadelphia Eagles,9,168,285,58.9,1907,14,4.9,15,5.3,7.5,6.1,12.7,211.9,76.9,30,229,6.1,4.8,9.5
21,Chicago Bears,9,164,294,55.8,1949,14,4.8,13,4.4,7.4,6.4,13.3,216.6,77.0,30,240,6.0,5.1,9.3
22,Cincinnati Bengals,9,187,306,61.1,2043,12,3.9,14,4.6,7.4,6.1,12.0,227.0,77.7,22,207,6.2,5.0,6.7
23,Pittsburgh Steelers,9,176,329,53.5,2112,12,3.6,17,5.2,7.2,5.7,13.6,234.7,67.5,34,273,5.8,4.4,9.4
24,Los Angeles Rams,9,175,281,62.3,2131,16,5.7,11,3.9,8.1,7.5,13.1,236.8,90.6,18,159,7.1,6.5,6.0
25,Houston Oilers,9,179,284,63.0,2213,18,6.3,3,1.1,8.6,9.4,13.7,245.9,107.3,31,240,7.0,7.7,9.8
26,Denver Broncos,9,172,307,56.0,2234,14,4.6,12,3.9,7.7,6.8,13.7,248.2,79.6,16,116,6.9,6.1,5.0
27,Los Angeles Raiders,9,193,375,51.5,2288,11,2.9,18,4.8,7.0,5.4,13.6,254.2,63.8,38,329,5.5,4.1,9.2
28,San Diego Chargers,9,233,342,68.1,2292,10,2.9,13,3.8,7.1,6.0,10.5,254.7,82.5,19,145,6.3,5.3,5.3
,Avg Team,,159.8,283.3,56.4,1794.9,11.4,4.0,12.5,4.4,7.0,5.8,12.4,199.4,70.6,24.0,192.9,5.84,4.8,7.8
,League Total,,4474,7933,56.4,50256,320,4.0,349,4.4,7.0,5.8,12.4,199.4,70.6,673,5401,5.84,4.8,7.8
,Avg Tm/G,,17.8,31.5,56.4,199.4,1.3,4.0,1.4,4.4,7.0,5.8,12.4,199.4,70.6,2.7,21.4,5.84,4.8,7.8
