Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,EXP
1,Oakland Raiders,16,245,410,59.8,2413,17,4.1,18,4.4,6.4,5.3,10.7,150.8,74.1,34,218,5.4,4.4,7.7,16.48
2,Indianapolis Colts,16,266,415,64.1,2548,16,3.9,15,3.6,6.5,5.7,10.2,159.3,80.4,25,157,5.8,5.0,5.7,19.85
3,New Orleans Saints,16,267,474,56.3,2854,26,5.5,11,2.3,6.6,6.6,11.7,178.4,85.1,38,268,5.6,5.6,7.4,-4.59
4,Carolina Panthers,16,291,500,58.2,3000,22,4.4,14,2.8,6.5,6.2,11.2,187.5,80.8,41,265,5.5,5.2,7.6,10.81
5,Miami Dolphins,16,279,497,56.1,3007,22,4.4,8,1.6,6.6,6.8,11.7,187.9,84.4,47,268,5.5,5.7,8.6,-4.08
6,Baltimore Ravens,16,279,509,54.8,3011,16,3.1,28,5.5,6.7,4.9,12.3,188.2,63.4,60,418,5.3,3.6,10.5,119.28
7,Buffalo Bills,16,324,513,63.2,3019,18,3.5,13,2.5,6.4,6.0,10.1,188.7,82.5,40,265,5.5,5.1,7.2,26.96
8,St. Louis Rams,16,266,451,59.0,3035,21,4.7,17,3.8,7.2,6.4,12.2,189.7,81.1,34,214,6.3,5.5,7.0,-57.31
9,Philadelphia Eagles,16,309,525,58.9,3067,17,3.2,19,3.6,6.4,5.4,10.9,191.7,73.6,40,300,5.4,4.5,7.1,33.22
10,Jacksonville Jaguars,16,294,523,56.2,3078,12,2.3,20,3.8,6.3,5.0,11.1,192.4,66.8,35,200,5.5,4.3,6.3,65.43
11,Chicago Bears,16,328,581,56.5,3116,18,3.1,24,4.1,5.8,4.6,10.3,194.8,66.5,40,272,5.0,3.9,6.4,117.83
12,New England Patriots,16,294,518,56.8,3203,10,1.9,22,4.2,6.7,5.2,11.9,200.2,66.1,44,281,5.7,4.3,7.8,35.24
13,San Diego Chargers,16,307,538,57.1,3212,19,3.5,16,3.0,6.6,6.0,11.6,200.8,76.6,61,351,5.4,4.8,10.2,31.89
14,New York Jets,16,316,532,59.4,3222,19,3.6,16,3.0,6.5,5.8,10.9,201.4,78.0,35,230,5.7,5.1,6.2,2.10
15,Cleveland Browns,16,283,499,56.7,3242,20,4.0,18,3.6,6.8,5.9,11.9,202.6,75.9,28,137,6.2,5.4,5.3,-34.75
16,Seattle Seahawks,16,299,504,59.3,3256,23,4.6,12,2.4,7.0,6.9,11.8,203.5,86.1,41,282,6.0,5.8,7.5,-11.67
17,Green Bay Packers,16,286,515,55.5,3309,25,4.9,23,4.5,7.1,6.0,12.7,206.8,75.4,46,337,5.9,4.9,8.2,28.95
18,Kansas City Chiefs,16,314,506,62.1,3334,18,3.6,15,3.0,7.0,6.3,11.2,208.4,82.3,32,190,6.2,5.6,5.9,-9.95
19,Tampa Bay Buccaneers,16,301,493,61.1,3354,26,5.3,11,2.2,7.1,7.2,11.7,209.6,91.0,25,166,6.5,6.5,4.8,-56.16
20,Pittsburgh Steelers,16,319,529,60.3,3393,21,4.0,20,3.8,6.8,5.9,11.3,212.1,78.3,39,226,6.0,5.1,6.9,8.71
21,Denver Broncos,16,327,538,60.8,3407,13,2.4,17,3.2,6.7,5.8,11.0,212.9,75.6,36,205,5.9,5.1,6.3,18.12
22,Houston Texans,16,328,505,65.0,3444,22,4.4,11,2.2,7.2,7.1,11.1,215.3,91.6,28,191,6.5,6.4,5.3,-64.69
23,Washington Redskins,16,289,486,59.5,3491,30,6.2,6,1.2,7.4,8.1,12.4,218.2,97.8,19,95,6.9,7.6,3.8,-143.88
24,Dallas Cowboys,16,301,511,58.9,3506,25,4.9,18,3.5,7.3,6.7,12.4,219.1,83.2,34,223,6.4,5.9,6.2,-43.74
25,Detroit Lions,16,339,511,66.3,3520,22,4.3,12,2.3,7.3,7.1,11.0,220.0,92.3,30,201,6.5,6.3,5.5,-78.78
26,San Francisco 49ers,16,331,518,63.9,3571,25,4.8,14,2.7,7.4,7.1,11.5,223.2,90.9,34,246,6.5,6.2,6.2,-80.84
27,Tennessee Titans,16,335,530,63.2,3602,24,4.5,17,3.2,7.1,6.5,11.2,225.1,86.0,26,148,6.5,6.0,4.7,-49.89
28,New York Giants,16,333,567,58.7,3649,21,3.7,17,3.0,6.8,6.1,11.5,228.1,79.0,32,181,6.1,5.5,5.3,-30.66
29,Atlanta Falcons,16,321,515,62.3,3668,20,3.9,12,2.3,7.6,7.3,12.2,229.3,88.8,37,235,6.6,6.4,6.7,-67.93
30,Arizona Cardinals,16,321,522,61.5,3694,21,4.0,16,3.1,7.5,7.0,12.2,230.9,85.4,38,238,6.6,6.1,6.8,-62.61
31,Cincinnati Bengals,16,349,555,62.9,3818,24,4.3,19,3.4,7.3,6.6,11.5,238.6,84.9,35,211,6.5,5.8,5.9,-61.78
32,Minnesota Vikings,16,355,599,59.3,3818,15,2.5,21,3.5,6.7,5.6,11.3,238.6,73.1,30,197,6.1,5.0,4.8,14.75
,Avg Team,,306.1,512.2,59.8,3276.9,20.3,4.0,16.3,3.2,6.9,6.2,11.5,204.8,78.5,36.4,231.8,5.97,5.4,6.6,
,League Total,,9796,16389,59.8,104861,648,4.0,520,3.2,6.9,6.2,11.5,204.8,78.5,1164,7416,5.97,5.4,6.6,
,Avg Tm/G,,19.1,32.0,59.8,204.8,1.3,4.0,1.0,3.2,6.9,6.2,11.5,204.8,78.5,2.3,14.5,5.97,5.4,6.6,
