Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%
1,Buffalo Bills,16,269,506,53.2,2675,12,2.4,12,2.4,5.7,5.1,10.7,167.2,68.2,37,214,4.9,4.4,6.8
2,Tampa Bay Buccaneers,16,302,573,52.7,2873,11,1.9,21,3.7,5.5,4.3,10.5,179.6,60.1,43,291,4.7,3.5,7.0
3,Jacksonville Jaguars,16,291,521,55.9,2890,18,3.5,19,3.6,6.3,5.3,11.2,180.6,71.0,57,373,5.0,4.1,9.9
4,Pittsburgh Steelers,16,245,463,52.9,2926,20,4.3,14,3.0,6.8,6.3,12.9,182.9,76.5,39,241,5.8,5.4,7.8
5,Miami Dolphins,16,256,484,52.9,2928,19,3.9,18,3.7,6.5,5.7,12.4,183.0,71.0,39,240,5.6,4.8,7.5
6,Baltimore Ravens,16,328,599,54.8,2991,20,3.3,21,3.5,5.5,4.6,10.0,186.9,67.1,49,291,4.6,3.8,7.6
7,New England Patriots,16,293,520,56.3,3013,23,4.4,16,3.1,6.3,5.8,11.2,188.3,77.3,42,268,5.4,4.9,7.5
8,Denver Broncos,16,273,471,58.0,3016,17,3.6,15,3.2,7.0,6.3,12.1,188.5,78.3,50,283,5.8,5.1,9.6
9,Atlanta Falcons,16,274,468,58.5,3151,20,4.3,12,2.6,7.3,7.0,12.4,196.9,84.8,40,258,6.2,5.9,7.9
10,Arizona Cardinals,16,294,493,59.6,3157,25,5.1,17,3.4,6.9,6.3,11.5,197.3,82.9,33,229,6.0,5.5,6.3
11,Cleveland Browns,16,331,523,63.3,3310,17,3.3,8,1.5,6.6,6.6,10.4,206.9,86.8,25,147,6.0,6.0,4.6
12,Oakland Raiders,16,302,539,56.0,3321,22,4.1,20,3.7,6.7,5.9,12.0,207.6,75.0,44,309,5.7,4.9,7.5
13,Dallas Cowboys,16,297,545,54.5,3398,19,3.5,24,4.4,6.6,5.3,12.2,212.4,68.4,35,217,5.9,4.7,6.0
14,New York Giants,16,295,511,57.7,3421,20,3.9,17,3.3,7.0,6.3,12.2,213.8,78.7,32,172,6.3,5.6,5.9
15,Philadelphia Eagles,16,322,568,56.7,3461,22,3.9,28,4.9,6.6,5.1,11.6,216.3,69.1,37,272,5.7,4.4,6.1
16,Kansas City Chiefs,16,317,578,54.8,3482,24,4.2,25,4.3,6.5,5.4,11.9,217.6,70.8,40,286,5.6,4.6,6.5
17,Seattle Seahawks,16,320,582,55.0,3492,19,3.3,30,5.2,6.4,4.8,11.7,218.3,64.1,38,252,5.6,4.1,6.1
18,Green Bay Packers,16,304,538,56.5,3505,20,3.7,26,4.8,6.9,5.4,12.1,219.1,70.0,30,185,6.2,4.8,5.3
19,Indianapolis Colts,16,328,561,58.5,3506,21,3.7,10,1.8,6.7,6.7,11.5,219.1,83.9,41,269,5.8,5.8,6.8
20,St. Louis Rams,16,319,596,53.5,3509,19,3.2,29,4.9,6.5,4.9,12.1,219.3,64.1,57,358,5.4,4.0,8.7
21,New Orleans Saints,16,291,489,59.5,3544,34,7.0,19,3.9,7.8,7.5,13.1,221.5,91.2,45,277,6.6,6.3,8.4
22,San Diego Chargers,16,315,549,57.4,3584,24,4.4,15,2.7,7.0,6.7,12.2,224.0,82.3,41,263,6.1,5.7,6.9
23,Carolina Panthers,16,327,557,58.7,3605,26,4.7,15,2.7,6.9,6.6,11.7,225.3,84.1,35,235,6.1,5.8,5.9
24,New York Jets,16,319,574,55.6,3676,16,2.8,24,4.2,6.7,5.4,12.1,229.8,68.3,26,184,6.1,4.9,4.3
25,Tennessee Titans,16,312,557,56.0,3695,26,4.7,16,2.9,7.2,6.8,12.8,230.9,82.3,54,305,6.0,5.7,8.8
26,Washington Redskins,16,328,589,55.7,3732,23,3.9,24,4.1,6.7,5.7,12.1,233.3,72.5,40,221,5.9,4.9,6.4
27,Detroit Lions,16,359,574,62.5,3760,21,3.7,16,2.8,7.1,6.6,11.4,235.0,84.5,50,340,6.0,5.5,8.0
28,Cincinnati Bengals,16,312,522,59.8,3798,28,5.4,12,2.3,7.7,7.8,12.9,237.4,92.3,35,229,6.8,6.9,6.3
29,Chicago Bears,16,354,583,60.7,3822,23,3.9,14,2.4,7.0,6.7,11.5,238.9,85.0,37,257,6.2,5.9,6.0
30,Minnesota Vikings,16,373,606,61.6,3980,20,3.3,12,2.0,7.0,6.8,11.4,248.8,85.4,46,272,6.1,5.9,7.1
31,San Francisco 49ers,16,317,521,60.8,4068,36,6.9,13,2.5,8.2,8.5,13.5,254.3,99.8,32,227,7.4,7.6,5.8
,Avg Team,,308.6,540.6,57.1,3396.4,21.5,4.0,18.1,3.4,6.8,6.0,11.8,212.3,75.1,40.3,256.9,5.85,5.2,6.9
,League Total,,9567,16760,57.1,105289,665,4.0,562,3.4,6.8,6.0,11.8,212.3,75.1,1249,7965,5.85,5.2,6.9
,Avg Tm/G,,19.3,33.8,57.1,212.3,1.3,4.0,1.1,3.4,6.8,6.0,11.8,212.3,75.1,2.5,16.1,5.85,5.2,6.9
